dataset,fsn,time,image,saa,tracks
2014-08-20,7925677,2014-08-20T09:42:11.71Z,NUV,0,0
2014-08-20,7925679,2014-08-20T09:42:21.36Z,SJI_2796,0,0
2014-08-20,7925687,2014-08-20T09:42:40.65Z,FUV,0,0
2014-08-20,7925692,2014-08-20T09:42:59.80Z,NUV,0,0
2014-08-20,7925702,2014-08-20T09:43:28.68Z,FUV,0,0
2014-08-20,7925706,2014-08-20T09:43:47.86Z,SJI_1400,0,0
2014-08-20,7925707,2014-08-20T09:43:47.86Z,NUV,0,0
2014-08-20,7925709,2014-08-20T09:43:57.48Z,SJI_2796,0,0
2014-08-20,7925717,2014-08-20T09:44:16.77Z,FUV,0,0
2014-08-20,7925722,2014-08-20T09:44:35.93Z,NUV,0,0
2014-08-20,7925732,2014-08-20T09:45:04.83Z,FUV,0,0
2014-08-20,7925736,2014-08-20T09:45:23.98Z,SJI_1400,0,0
2014-08-20,7925737,2014-08-20T09:45:23.99Z,NUV,0,0
2014-08-20,7925739,2014-08-20T09:45:33.61Z,SJI_2796,0,0
2014-08-20,7925747,2014-08-20T09:45:52.90Z,FUV,0,0
2014-08-20,7925752,2014-08-20T09:46:12.08Z,NUV,0,0
2014-08-20,7925762,2014-08-20T09:46:40.99Z,FUV,0,0
2014-08-20,7925766,2014-08-20T09:47:00.11Z,SJI_1400,0,0
2014-08-20,7925767,2014-08-20T09:47:00.11Z,NUV,0,0
2014-08-20,7925769,2014-08-20T09:47:09.73Z,SJI_2796,0,0
2014-08-20,7925777,2014-08-20T09:47:29.05Z,FUV,0,0
2014-08-20,7925782,2014-08-20T09:47:48.21Z,NUV,0,0
2014-08-20,7925792,2014-08-20T09:48:17.09Z,FUV,0,0
2014-08-20,7925796,2014-08-20T09:48:36.24Z,SJI_1400,0,0
2014-08-20,7925797,2014-08-20T09:48:36.25Z,NUV,0,0
2014-08-20,7925799,2014-08-20T09:48:45.89Z,SJI_2796,0,0
2014-08-20,7925807,2014-08-20T09:49:05.18Z,FUV,0,0
2014-08-20,7925812,2014-08-20T09:49:24.33Z,NUV,0,0
2014-08-20,7925822,2014-08-20T09:49:53.21Z,FUV,0,0
2014-08-20,7925826,2014-08-20T09:50:12.38Z,SJI_1400,0,0
2014-08-20,7925827,2014-08-20T09:50:12.39Z,NUV,0,0
2014-08-20,7925829,2014-08-20T09:50:22.02Z,SJI_2796,0,0
2014-08-20,7925837,2014-08-20T09:50:41.31Z,FUV,0,0
2014-08-20,7925842,2014-08-20T09:51:00.46Z,NUV,0,0
2014-08-20,7925852,2014-08-20T09:51:29.36Z,FUV,0,0
2014-08-20,7925856,2014-08-20T09:51:48.52Z,SJI_1400,0,0
2014-08-20,7925857,2014-08-20T09:51:48.52Z,NUV,0,0
2014-08-20,7925859,2014-08-20T09:51:58.14Z,SJI_2796,0,0
2014-08-20,7925867,2014-08-20T09:52:17.43Z,FUV,0,0
2014-08-20,7925872,2014-08-20T09:52:36.61Z,NUV,0,0
2014-08-20,7925882,2014-08-20T09:53:05.49Z,FUV,0,0
2014-08-20,7925886,2014-08-20T09:53:24.65Z,SJI_1400,0,0
2014-08-20,7925887,2014-08-20T09:53:24.65Z,NUV,0,0
2014-08-20,7925889,2014-08-20T09:53:34.27Z,SJI_2796,0,0
2014-08-20,7925897,2014-08-20T09:53:53.59Z,FUV,0,0
2014-08-20,7925902,2014-08-20T09:54:12.74Z,NUV,0,0
2014-08-20,7925912,2014-08-20T09:54:41.62Z,FUV,0,0
2014-08-20,7925916,2014-08-20T09:55:00.77Z,SJI_1400,0,0
2014-08-20,7925917,2014-08-20T09:55:00.77Z,NUV,0,0
2014-08-20,7925919,2014-08-20T09:55:10.42Z,SJI_2796,0,0
2014-08-20,7925927,2014-08-20T09:55:29.71Z,FUV,0,0
2014-08-20,7925932,2014-08-20T09:55:48.86Z,NUV,0,0
2014-08-20,7925942,2014-08-20T09:56:17.76Z,FUV,0,0
2014-08-20,7925946,2014-08-20T09:56:36.91Z,SJI_1400,0,0
2014-08-20,7925947,2014-08-20T09:56:36.92Z,NUV,0,0
2014-08-20,7925949,2014-08-20T09:56:46.55Z,SJI_2796,0,0
2014-08-20,7925957,2014-08-20T09:57:05.84Z,FUV,0,0
2014-08-20,7925962,2014-08-20T09:57:24.99Z,NUV,0,0
2014-08-20,7925972,2014-08-20T09:57:53.89Z,FUV,0,0
2014-08-20,7925976,2014-08-20T09:58:13.05Z,SJI_1400,0,0
2014-08-20,7925977,2014-08-20T09:58:13.06Z,NUV,0,0
2014-08-20,7925979,2014-08-20T09:58:22.67Z,SJI_2796,0,0
2014-08-20,7925987,2014-08-20T09:58:41.96Z,FUV,0,0
2014-08-20,7925992,2014-08-20T09:59:01.15Z,NUV,0,0
2014-08-20,7926005,2014-08-20T09:59:39.65Z,FUV,0,0
2014-08-20,7926006,2014-08-20T09:59:49.17Z,SJI_1400,0,0
2014-08-20,7926007,2014-08-20T09:59:49.18Z,NUV,0,0
2014-08-20,7926009,2014-08-20T09:59:58.80Z,SJI_2796,0,0
2014-08-20,7926020,2014-08-20T10:00:27.71Z,FUV,0,0
2014-08-20,7926022,2014-08-20T10:00:37.27Z,NUV,0,0
2014-08-20,7926035,2014-08-20T10:01:15.77Z,FUV,0,0
2014-08-20,7926036,2014-08-20T10:01:25.30Z,SJI_1400,0,0
2014-08-20,7926037,2014-08-20T10:01:25.30Z,NUV,0,0
2014-08-20,7926039,2014-08-20T10:01:34.95Z,SJI_2796,0,0
2014-08-20,7926050,2014-08-20T10:02:03.84Z,FUV,0,0
2014-08-20,7926052,2014-08-20T10:02:13.40Z,NUV,0,0
2014-08-20,7926065,2014-08-20T10:02:51.93Z,FUV,0,0
2014-08-20,7926066,2014-08-20T10:03:01.46Z,SJI_1400,0,0
2014-08-20,7926067,2014-08-20T10:03:01.47Z,NUV,0,0
2014-08-20,7926069,2014-08-20T10:03:11.08Z,SJI_2796,0,0
2014-08-20,7926080,2014-08-20T10:03:39.96Z,FUV,0,0
2014-08-20,7926082,2014-08-20T10:03:49.52Z,NUV,0,0
2014-08-20,7926095,2014-08-20T10:04:28.05Z,FUV,0,0
2014-08-20,7926096,2014-08-20T10:04:37.58Z,SJI_1400,0,0
2014-08-20,7926097,2014-08-20T10:04:37.58Z,NUV,0,0
2014-08-20,7926099,2014-08-20T10:04:47.20Z,SJI_2796,0,0
2014-08-20,7926110,2014-08-20T10:05:16.09Z,FUV,0,0
2014-08-20,7926112,2014-08-20T10:05:25.68Z,NUV,0,0
2014-08-20,7926125,2014-08-20T10:06:04.18Z,FUV,0,0
2014-08-20,7926126,2014-08-20T10:06:13.71Z,SJI_1400,0,0
2014-08-20,7926127,2014-08-20T10:06:13.72Z,NUV,0,0
2014-08-20,7926129,2014-08-20T10:06:23.33Z,SJI_2796,0,0
2014-08-20,7926140,2014-08-20T10:06:52.23Z,FUV,0,0
2014-08-20,7926142,2014-08-20T10:07:01.80Z,NUV,0,0
2014-08-20,7926155,2014-08-20T10:07:40.31Z,FUV,0,0
2014-08-20,7926156,2014-08-20T10:07:49.83Z,SJI_1400,0,0
2014-08-20,7926157,2014-08-20T10:07:49.84Z,NUV,0,0
2014-08-20,7926159,2014-08-20T10:07:59.48Z,SJI_2796,0,0
2014-08-20,7926170,2014-08-20T10:08:28.37Z,FUV,0,0
2014-08-20,7926172,2014-08-20T10:08:37.93Z,NUV,0,0
2014-08-20,7926185,2014-08-20T10:09:16.46Z,FUV,0,0
2014-08-20,7926186,2014-08-20T10:09:25.99Z,SJI_1400,0,0
2014-08-20,7926187,2014-08-20T10:09:26.00Z,NUV,0,0
2014-08-20,7926189,2014-08-20T10:09:35.61Z,SJI_2796,0,0
2014-08-20,7926200,2014-08-20T10:10:04.49Z,FUV,0,0
2014-08-20,7926202,2014-08-20T10:10:14.05Z,NUV,0,0
2014-08-20,7926215,2014-08-20T10:10:52.59Z,FUV,0,0
2014-08-20,7926216,2014-08-20T10:11:02.10Z,SJI_1400,0,0
2014-08-20,7926217,2014-08-20T10:11:02.11Z,NUV,0,0
2014-08-20,7926219,2014-08-20T10:11:11.73Z,SJI_2796,0,0
2014-08-20,7926230,2014-08-20T10:11:40.62Z,FUV,0,0
2014-08-20,7926232,2014-08-20T10:11:50.21Z,NUV,0,0
2014-08-20,7926245,2014-08-20T10:12:28.71Z,FUV,0,0
2014-08-21,7945170,2014-08-21T07:44:33.77Z,SJI_1330,0,0
2014-08-21,7945171,2014-08-21T07:44:33.77Z,NUV,0,0
2014-08-21,7945172,2014-08-21T07:44:33.84Z,FUV,0,0
2014-08-21,7945173,2014-08-21T07:44:43.55Z,SJI_1400,0,0
2014-08-21,7945189,2014-08-21T07:45:31.90Z,NUV,0,0
2014-08-21,7945190,2014-08-21T07:45:31.96Z,FUV,0,0
2014-08-21,7945206,2014-08-21T07:46:29.84Z,SJI_1330,0,0
2014-08-21,7945207,2014-08-21T07:46:29.84Z,NUV,0,0
2014-08-21,7945208,2014-08-21T07:46:29.91Z,FUV,0,0
2014-08-21,7945209,2014-08-21T07:46:39.48Z,SJI_1400,0,0
2014-08-21,7945225,2014-08-21T07:47:27.80Z,NUV,0,0
2014-08-21,7945226,2014-08-21T07:47:27.87Z,FUV,0,0
2014-08-21,7945242,2014-08-21T07:48:25.77Z,SJI_1330,0,0
2014-08-21,7945243,2014-08-21T07:48:25.77Z,NUV,0,0
2014-08-21,7945244,2014-08-21T07:48:25.84Z,FUV,0,0
2014-08-21,7945245,2014-08-21T07:48:35.39Z,SJI_1400,0,0
2014-08-21,7945261,2014-08-21T07:49:23.74Z,NUV,0,0
2014-08-21,7945262,2014-08-21T07:49:23.81Z,FUV,0,0
2014-08-21,7945278,2014-08-21T07:50:21.67Z,SJI_1330,0,0
2014-08-21,7945279,2014-08-21T07:50:21.68Z,NUV,0,0
2014-08-21,7945280,2014-08-21T07:50:21.74Z,FUV,0,0
2014-08-21,7945281,2014-08-21T07:50:31.33Z,SJI_1400,0,0
2014-08-21,7945297,2014-08-21T07:51:19.65Z,NUV,0,0
2014-08-21,7945298,2014-08-21T07:51:19.71Z,FUV,0,0
2014-08-21,7945314,2014-08-21T07:52:17.61Z,SJI_1330,0,0
2014-08-21,7945315,2014-08-21T07:52:17.61Z,NUV,0,0
2014-08-21,7945316,2014-08-21T07:52:17.68Z,FUV,0,0
2014-08-21,7945317,2014-08-21T07:52:27.23Z,SJI_1400,0,0
2014-08-21,7945333,2014-08-21T07:53:15.58Z,NUV,0,0
2014-08-21,7945334,2014-08-21T07:53:15.65Z,FUV,0,0
2014-08-21,7945350,2014-08-21T07:54:13.52Z,SJI_1330,0,0
2014-08-21,7945351,2014-08-21T07:54:13.52Z,NUV,0,0
2014-08-21,7945352,2014-08-21T07:54:13.59Z,FUV,0,0
2014-08-21,7945353,2014-08-21T07:54:23.17Z,SJI_1400,0,0
2014-08-21,7945369,2014-08-21T07:55:11.49Z,NUV,0,0
2014-08-21,7945370,2014-08-21T07:55:11.56Z,FUV,0,0
2014-08-21,7945386,2014-08-21T07:56:09.45Z,SJI_1330,0,0
2014-08-21,7945387,2014-08-21T07:56:09.45Z,NUV,0,0
2014-08-21,7945388,2014-08-21T07:56:09.52Z,FUV,0,0
2014-08-21,7945389,2014-08-21T07:56:19.08Z,SJI_1400,0,0
2014-08-21,7945405,2014-08-21T07:57:07.43Z,NUV,0,0
2014-08-21,7945406,2014-08-21T07:57:07.49Z,FUV,0,0
2014-08-21,7945422,2014-08-21T07:58:05.36Z,SJI_1330,0,0
2014-08-21,7945423,2014-08-21T07:58:05.37Z,NUV,0,0
2014-08-21,7945424,2014-08-21T07:58:05.43Z,FUV,0,0
2014-08-21,7945425,2014-08-21T07:58:15.02Z,SJI_1400,0,0
2014-08-21,7945441,2014-08-21T07:59:03.34Z,NUV,0,0
2014-08-21,7945442,2014-08-21T07:59:03.41Z,FUV,0,0
2014-08-21,7945458,2014-08-21T08:00:01.30Z,SJI_1330,0,0
2014-08-21,7945459,2014-08-21T08:00:01.30Z,NUV,0,0
2014-08-21,7945460,2014-08-21T08:00:01.37Z,FUV,0,0
2014-08-21,7945461,2014-08-21T08:00:10.92Z,SJI_1400,0,0
2014-08-21,7945477,2014-08-21T08:00:59.28Z,NUV,0,0
2014-08-21,7945478,2014-08-21T08:00:59.34Z,FUV,0,0
2014-08-21,7945494,2014-08-21T08:01:57.20Z,SJI_1330,0,0
2014-08-21,7945495,2014-08-21T08:01:57.20Z,NUV,0,0
2014-08-21,7945496,2014-08-21T08:01:57.27Z,FUV,0,0
2014-08-21,7945497,2014-08-21T08:02:06.86Z,SJI_1400,0,0
2014-08-21,7945513,2014-08-21T08:02:55.19Z,NUV,0,0
2014-08-21,7945514,2014-08-21T08:02:55.26Z,FUV,0,0
2014-08-21,7945530,2014-08-21T08:03:53.13Z,SJI_1330,0,0
2014-08-21,7945531,2014-08-21T08:03:53.14Z,NUV,0,0
2014-08-21,7945532,2014-08-21T08:03:53.20Z,FUV,0,0
2014-08-21,7945533,2014-08-21T08:04:02.77Z,SJI_1400,0,0
2014-08-21,7945549,2014-08-21T08:04:51.12Z,NUV,0,0
2014-08-21,7945550,2014-08-21T08:04:51.18Z,FUV,0,0
2014-08-21,7945566,2014-08-21T08:05:49.04Z,SJI_1330,0,0
2014-08-21,7945567,2014-08-21T08:05:49.04Z,NUV,0,0
2014-08-21,7945568,2014-08-21T08:05:49.11Z,FUV,0,0
2014-08-21,7945569,2014-08-21T08:05:58.70Z,SJI_1400,0,0
2014-08-21,7945585,2014-08-21T08:06:47.02Z,NUV,0,0
2014-08-21,7945586,2014-08-21T08:06:47.09Z,FUV,0,0
2014-08-21,7945602,2014-08-21T08:07:45.00Z,SJI_1330,0,0
2014-08-21,7945603,2014-08-21T08:07:45.00Z,NUV,0,0
2014-08-21,7945604,2014-08-21T08:07:45.07Z,FUV,0,0
2014-08-21,7945605,2014-08-21T08:07:54.61Z,SJI_1400,0,0
2014-08-21,7945621,2014-08-21T08:08:42.96Z,NUV,0,0
2014-08-21,7945622,2014-08-21T08:08:43.02Z,FUV,0,0
2014-08-21,7945638,2014-08-21T08:09:40.89Z,SJI_1330,0,0
2014-08-21,7945639,2014-08-21T08:09:40.90Z,NUV,0,0
2014-08-21,7945640,2014-08-21T08:09:40.96Z,FUV,0,0
2014-08-21,7945641,2014-08-21T08:09:50.55Z,SJI_1400,0,0
2014-08-21,7945657,2014-08-21T08:10:38.86Z,NUV,0,0
2014-08-21,7945658,2014-08-21T08:10:38.92Z,FUV,0,0
2014-08-21,7945674,2014-08-21T08:11:36.82Z,SJI_1330,0,0
2014-08-21,7945675,2014-08-21T08:11:36.82Z,NUV,0,0
2014-08-21,7945676,2014-08-21T08:11:36.89Z,FUV,0,0
2014-08-21,7945677,2014-08-21T08:11:46.45Z,SJI_1400,0,0
2014-08-21,7945693,2014-08-21T08:12:34.81Z,NUV,0,0
2014-08-21,7945694,2014-08-21T08:12:34.87Z,FUV,0,0
2014-08-21,7945710,2014-08-21T08:13:32.73Z,SJI_1330,0,0
2014-08-21,7945711,2014-08-21T08:13:32.74Z,NUV,0,0
2014-08-21,7945712,2014-08-21T08:13:32.80Z,FUV,0,0
2014-08-21,7945713,2014-08-21T08:13:42.39Z,SJI_1400,0,0
2014-08-21,7945729,2014-08-21T08:14:30.72Z,NUV,0,0
2014-08-21,7945730,2014-08-21T08:14:30.78Z,FUV,0,0
2014-08-21,7945746,2014-08-21T08:15:28.66Z,SJI_1330,0,0
2014-08-21,7945747,2014-08-21T08:15:28.67Z,NUV,0,0
2014-08-21,7945748,2014-08-21T08:15:28.73Z,FUV,0,0
2014-08-21,7945749,2014-08-21T08:15:38.30Z,SJI_1400,0,0
2014-08-21,7945765,2014-08-21T08:16:26.65Z,NUV,0,0
2014-08-21,7945766,2014-08-21T08:16:26.72Z,FUV,0,0
2014-08-21,7945782,2014-08-21T08:17:24.58Z,SJI_1330,0,0
2014-08-21,7945783,2014-08-21T08:17:24.59Z,NUV,0,0
2014-08-21,7945784,2014-08-21T08:17:24.66Z,FUV,0,0
2014-08-21,7945785,2014-08-21T08:17:34.23Z,SJI_1400,0,0
2014-08-21,7945801,2014-08-21T08:18:22.54Z,NUV,0,0
2014-08-21,7945802,2014-08-21T08:18:22.61Z,FUV,0,0
2014-08-21,7945818,2014-08-21T08:19:20.52Z,SJI_1330,0,0
2014-08-21,7945819,2014-08-21T08:19:20.52Z,NUV,0,0
2014-08-21,7945820,2014-08-21T08:19:20.59Z,FUV,0,0
2014-08-21,7945821,2014-08-21T08:19:30.14Z,SJI_1400,0,0
2014-08-21,7945837,2014-08-21T08:20:18.48Z,NUV,0,0
2014-08-21,7945838,2014-08-21T08:20:18.55Z,FUV,0,0
2014-08-21,7945854,2014-08-21T08:21:16.42Z,SJI_1330,0,0
2014-08-21,7945855,2014-08-21T08:21:16.43Z,NUV,0,0
2014-08-21,7945856,2014-08-21T08:21:16.49Z,FUV,0,0
2014-08-21,7945857,2014-08-21T08:21:26.08Z,SJI_1400,0,0
2014-08-21,7945873,2014-08-21T08:22:14.40Z,NUV,0,0
2014-08-21,7945874,2014-08-21T08:22:14.46Z,FUV,0,0
2014-08-21,7945890,2014-08-21T08:23:12.35Z,SJI_1330,0,0
2014-08-21,7945891,2014-08-21T08:23:12.36Z,NUV,0,0
2014-08-21,7945892,2014-08-21T08:23:12.42Z,FUV,0,0
2014-08-21,7945893,2014-08-21T08:23:21.98Z,SJI_1400,0,0
2014-08-21,7945909,2014-08-21T08:24:10.34Z,NUV,0,0
2014-08-21,7945910,2014-08-21T08:24:10.41Z,FUV,0,0
2014-08-21,7945926,2014-08-21T08:25:08.27Z,SJI_1330,0,0
2014-08-21,7945927,2014-08-21T08:25:08.27Z,NUV,0,0
2014-08-21,7945928,2014-08-21T08:25:08.34Z,FUV,0,0
2014-08-21,7945929,2014-08-21T08:25:17.92Z,SJI_1400,0,0
2014-08-21,7945945,2014-08-21T08:26:06.24Z,NUV,0,0
2014-08-21,7945946,2014-08-21T08:26:06.30Z,FUV,0,0
2014-08-21,7945962,2014-08-21T08:27:04.21Z,SJI_1330,0,0
2014-08-21,7945963,2014-08-21T08:27:04.22Z,NUV,0,0
2014-08-21,7945964,2014-08-21T08:27:04.28Z,FUV,0,0
2014-08-21,7945965,2014-08-21T08:27:13.83Z,SJI_1400,0,0
2014-08-21,7945981,2014-08-21T08:28:02.18Z,NUV,0,0
2014-08-21,7945982,2014-08-21T08:28:02.24Z,FUV,0,0
2014-08-21,7945998,2014-08-21T08:29:00.10Z,SJI_1330,0,0
2014-08-21,7945999,2014-08-21T08:29:00.11Z,NUV,0,0
2014-08-21,7946000,2014-08-21T08:29:00.17Z,FUV,0,0
2014-08-21,7946001,2014-08-21T08:29:09.77Z,SJI_1400,0,0
2014-08-21,7946017,2014-08-21T08:29:58.07Z,NUV,0,0
2014-08-21,7946018,2014-08-21T08:29:58.14Z,FUV,0,0
2014-08-21,7946034,2014-08-21T08:30:56.04Z,SJI_1330,0,0
2014-08-21,7946035,2014-08-21T08:30:56.04Z,NUV,0,0
2014-08-21,7946036,2014-08-21T08:30:56.11Z,FUV,0,0
2014-08-21,7946037,2014-08-21T08:31:05.67Z,SJI_1400,0,0
2014-08-21,7946053,2014-08-21T08:31:54.02Z,NUV,0,0
2014-08-21,7946054,2014-08-21T08:31:54.09Z,FUV,0,0
2014-08-21,7946070,2014-08-21T08:32:51.95Z,SJI_1330,0,0
2014-08-21,7946071,2014-08-21T08:32:51.96Z,NUV,0,0
2014-08-21,7946072,2014-08-21T08:32:52.02Z,FUV,0,0
2014-08-21,7946073,2014-08-21T08:33:01.61Z,SJI_1400,0,0
2014-08-21,7946089,2014-08-21T08:33:49.93Z,NUV,0,0
2014-08-21,7946090,2014-08-21T08:33:50.00Z,FUV,0,0
2014-08-21,7946106,2014-08-21T08:34:47.88Z,SJI_1330,0,0
2014-08-21,7946107,2014-08-21T08:34:47.89Z,NUV,0,0
2014-08-21,7946108,2014-08-21T08:34:47.95Z,FUV,0,0
2014-08-21,7946109,2014-08-21T08:34:57.52Z,SJI_1400,0,0
2014-08-21,7946125,2014-08-21T08:35:45.86Z,NUV,0,0
2014-08-21,7946126,2014-08-21T08:35:45.92Z,FUV,0,0
2014-08-21,7946142,2014-08-21T08:36:43.80Z,SJI_1330,0,0
2014-08-21,7946143,2014-08-21T08:36:43.80Z,NUV,0,0
2014-08-21,7946144,2014-08-21T08:36:43.87Z,FUV,0,0
2014-08-21,7946145,2014-08-21T08:36:53.45Z,SJI_1400,0,0
2014-08-21,7946161,2014-08-21T08:37:41.76Z,NUV,0,0
2014-08-21,7946162,2014-08-21T08:37:41.83Z,FUV,0,0
2014-08-21,7946178,2014-08-21T08:38:39.73Z,SJI_1330,0,0
2014-08-21,7946179,2014-08-21T08:38:39.73Z,NUV,0,0
2014-08-21,7946180,2014-08-21T08:38:39.80Z,FUV,0,0
2014-08-21,7946181,2014-08-21T08:38:49.36Z,SJI_1400,0,0
2014-08-21,7946197,2014-08-21T08:39:37.72Z,NUV,0,0
2014-08-21,7946201,2014-08-21T08:39:47.40Z,FUV,0,0
2014-08-21,7946214,2014-08-21T08:40:35.64Z,SJI_1330,0,0
2014-08-21,7946215,2014-08-21T08:40:35.65Z,NUV,0,0
2014-08-21,7946217,2014-08-21T08:40:45.30Z,SJI_1400,0,0
2014-08-21,7946219,2014-08-21T08:40:45.37Z,FUV,0,0
2014-08-21,7946233,2014-08-21T08:41:33.61Z,NUV,0,0
2014-08-21,7946237,2014-08-21T08:41:43.31Z,FUV,0,0
2014-08-21,7946250,2014-08-21T08:42:31.58Z,SJI_1330,0,0
2014-08-21,7946251,2014-08-21T08:42:31.59Z,NUV,0,0
2014-08-21,7946253,2014-08-21T08:42:41.20Z,SJI_1400,0,0
2014-08-21,7946255,2014-08-21T08:42:41.27Z,FUV,0,0
2014-08-21,7946269,2014-08-21T08:43:29.54Z,NUV,0,0
2014-08-21,7946273,2014-08-21T08:43:39.24Z,FUV,0,0
2014-08-21,7946286,2014-08-21T08:44:27.48Z,SJI_1330,0,0
2014-08-21,7946287,2014-08-21T08:44:27.49Z,NUV,0,0
2014-08-21,7946289,2014-08-21T08:44:37.14Z,SJI_1400,0,0
2014-08-21,7946291,2014-08-21T08:44:37.21Z,FUV,0,0
2014-08-21,7946305,2014-08-21T08:45:25.44Z,NUV,0,0
2014-08-21,7946309,2014-08-21T08:45:35.15Z,FUV,0,0
2014-08-21,7946322,2014-08-21T08:46:23.42Z,SJI_1330,0,0
2014-08-21,7946323,2014-08-21T08:46:23.43Z,NUV,0,0
2014-08-21,7946325,2014-08-21T08:46:33.05Z,SJI_1400,0,0
2014-08-21,7946327,2014-08-21T08:46:33.12Z,FUV,0,0
2014-08-21,7946341,2014-08-21T08:47:21.40Z,NUV,0,0
2014-08-21,7946345,2014-08-21T08:47:31.09Z,FUV,0,0
2014-08-21,7946358,2014-08-21T08:48:19.33Z,SJI_1330,0,0
2014-08-21,7946359,2014-08-21T08:48:19.33Z,NUV,0,0
2014-08-21,7946361,2014-08-21T08:48:28.98Z,SJI_1400,0,0
2014-08-21,7946363,2014-08-21T08:48:29.06Z,FUV,0,0
2014-08-21,7946377,2014-08-21T08:49:17.29Z,NUV,0,0
2014-08-21,7946381,2014-08-21T08:49:26.99Z,FUV,0,0
2014-08-21,7946394,2014-08-21T08:50:15.26Z,SJI_1330,0,0
2014-08-21,7946395,2014-08-21T08:50:15.26Z,NUV,0,0
2014-08-21,7946397,2014-08-21T08:50:24.89Z,SJI_1400,0,0
2014-08-21,7946399,2014-08-21T08:50:24.96Z,FUV,0,0
2014-08-21,7946413,2014-08-21T08:51:13.24Z,NUV,0,0
2014-08-21,7946417,2014-08-21T08:51:22.93Z,FUV,0,0
2014-08-21,7946430,2014-08-21T08:52:11.18Z,SJI_1330,0,0
2014-08-21,7946431,2014-08-21T08:52:11.18Z,NUV,0,0
2014-08-21,7946433,2014-08-21T08:52:20.83Z,SJI_1400,0,0
2014-08-21,7946435,2014-08-21T08:52:20.90Z,FUV,0,0
2014-08-21,7946449,2014-08-21T08:53:09.14Z,NUV,0,0
2014-08-21,7946453,2014-08-21T08:53:18.84Z,FUV,0,0
2014-08-21,7946466,2014-08-21T08:54:07.12Z,SJI_1330,0,0
2014-08-21,7946467,2014-08-21T08:54:07.13Z,NUV,0,0
2014-08-21,7946469,2014-08-21T08:54:16.74Z,SJI_1400,0,0
2014-08-21,7946471,2014-08-21T08:54:16.81Z,FUV,0,0
2014-08-21,7946485,2014-08-21T08:55:05.11Z,NUV,0,0
2014-08-21,7946489,2014-08-21T08:55:14.77Z,FUV,0,0
2014-08-21,7946502,2014-08-21T08:56:03.02Z,SJI_1330,0,0
2014-08-21,7946503,2014-08-21T08:56:03.02Z,NUV,0,0
2014-08-21,7946505,2014-08-21T08:56:12.67Z,SJI_1400,0,0
2014-08-21,7946507,2014-08-21T08:56:12.74Z,FUV,0,0
2014-08-21,7946521,2014-08-21T08:57:00.99Z,NUV,0,0
2014-08-21,7946525,2014-08-21T08:57:10.68Z,FUV,0,0
2014-08-21,7946538,2014-08-21T08:57:58.94Z,SJI_1330,0,0
2014-08-21,7946539,2014-08-21T08:57:58.95Z,NUV,0,0
2014-08-21,7946541,2014-08-21T08:58:08.58Z,SJI_1400,0,0
2014-08-21,7946543,2014-08-21T08:58:08.65Z,FUV,0,0
2014-08-21,7946557,2014-08-21T08:58:56.92Z,NUV,0,0
2014-08-21,7946561,2014-08-21T08:59:06.62Z,FUV,0,0
2014-08-21,7946574,2014-08-21T08:59:54.87Z,SJI_1330,0,0
2014-08-21,7946575,2014-08-21T08:59:54.88Z,NUV,0,0
2014-08-21,7946577,2014-08-21T09:00:04.52Z,SJI_1400,0,0
2014-08-21,7946579,2014-08-21T09:00:04.59Z,FUV,0,0
2014-08-21,7946583,2014-08-21T09:00:23.83Z,SJI_1400,1,0
2014-08-21,7946584,2014-08-21T09:00:23.83Z,NUV,1,0
2014-08-21,7946585,2014-08-21T09:00:23.90Z,FUV,1,0
2014-08-21,7946586,2014-08-21T09:00:33.52Z,SJI_1330,1,0
2014-08-21,7946587,2014-08-21T09:00:33.53Z,NUV,1,0
2014-08-21,7946588,2014-08-21T09:00:33.59Z,FUV,1,1
2014-08-21,7946589,2014-08-21T09:00:43.14Z,SJI_1400,1,0
2014-08-21,7946590,2014-08-21T09:00:43.15Z,NUV,1,0
2014-08-21,7946591,2014-08-21T09:00:43.21Z,FUV,1,0
2014-08-21,7946592,2014-08-21T09:00:52.86Z,SJI_1330,1,0
2014-08-21,7946593,2014-08-21T09:00:52.86Z,NUV,1,0
2014-08-21,7946594,2014-08-21T09:00:52.93Z,FUV,1,0
2014-08-21,7946595,2014-08-21T09:01:02.45Z,SJI_1400,1,0
2014-08-21,7946596,2014-08-21T09:01:02.46Z,NUV,1,0
2014-08-21,7946597,2014-08-21T09:01:02.52Z,FUV,1,0
2014-08-21,7946598,2014-08-21T09:01:12.14Z,SJI_1330,1,0
2014-08-21,7946599,2014-08-21T09:01:12.15Z,NUV,1,0
2014-08-21,7946600,2014-08-21T09:01:12.21Z,FUV,1,0
2014-08-21,7946601,2014-08-21T09:01:21.80Z,SJI_1400,1,1
2014-08-21,7946602,2014-08-21T09:01:21.80Z,NUV,1,0
2014-08-21,7946603,2014-08-21T09:01:21.87Z,FUV,1,0
2014-08-21,7946604,2014-08-21T09:01:31.48Z,SJI_1330,1,0
2014-08-21,7946605,2014-08-21T09:01:31.49Z,NUV,1,0
2014-08-21,7946606,2014-08-21T09:01:31.55Z,FUV,1,0
2014-08-21,7946607,2014-08-21T09:01:41.11Z,SJI_1400,1,0
2014-08-21,7946608,2014-08-21T09:01:41.12Z,NUV,1,0
