dataset,fsn,time,image,saa,tracks
2014b,4608906,2014-03-12T20:03:08.28Z,NUV,0,0
2014b,4608907,2014-03-12T20:03:08.35Z,FUV,0,0
2014b,4608909,2014-03-12T20:03:24.81Z,NUV,0,0
2014b,4608910,2014-03-12T20:03:24.88Z,FUV,0,0
2014b,4608912,2014-03-12T20:03:41.58Z,NUV,0,0
2014b,4608913,2014-03-12T20:03:41.64Z,FUV,0,0
2014b,4608915,2014-03-12T20:03:58.09Z,NUV,0,0
2014b,4608916,2014-03-12T20:03:58.16Z,FUV,0,0
2014b,4608918,2014-03-12T20:04:14.84Z,NUV,0,0
2014b,4608919,2014-03-12T20:04:14.91Z,FUV,0,0
2014b,4608921,2014-03-12T20:04:31.37Z,NUV,0,0
2014b,4608922,2014-03-12T20:04:31.44Z,FUV,0,0
2014b,4608924,2014-03-12T20:04:48.16Z,NUV,0,0
2014b,4608925,2014-03-12T20:04:48.22Z,FUV,0,0
2014b,4608927,2014-03-12T20:05:04.66Z,NUV,0,0
2014b,4608928,2014-03-12T20:05:04.72Z,FUV,0,0
2014b,4608930,2014-03-12T20:05:21.44Z,NUV,0,0
2014b,4608931,2014-03-12T20:05:21.50Z,FUV,0,0
2014b,4608933,2014-03-12T20:05:37.94Z,NUV,0,0
2014b,4608934,2014-03-12T20:05:38.00Z,FUV,0,0
2014b,4608936,2014-03-12T20:05:54.68Z,NUV,0,0
2014b,4608937,2014-03-12T20:05:54.74Z,FUV,0,0
2014b,4608939,2014-03-12T20:06:11.22Z,NUV,0,0
2014b,4608940,2014-03-12T20:06:11.28Z,FUV,0,0
2014b,4608942,2014-03-12T20:06:27.98Z,NUV,0,0
2014b,4608943,2014-03-12T20:06:28.04Z,FUV,0,0
2014b,4608945,2014-03-12T20:06:44.50Z,NUV,0,0
2014b,4608946,2014-03-12T20:06:44.56Z,FUV,0,0
2014b,4608948,2014-03-12T20:07:01.26Z,NUV,0,0
2014b,4608949,2014-03-12T20:07:01.32Z,FUV,0,0
2014b,4608951,2014-03-12T20:07:17.78Z,NUV,0,0
2014b,4608952,2014-03-12T20:07:17.85Z,FUV,0,0
2014b,4608954,2014-03-12T20:07:34.54Z,NUV,0,0
2014b,4608955,2014-03-12T20:07:34.60Z,FUV,0,0
2014b,4608957,2014-03-12T20:07:51.06Z,NUV,0,0
2014b,4608958,2014-03-12T20:07:51.13Z,FUV,0,0
2014b,4608960,2014-03-12T20:08:07.82Z,NUV,0,0
2014b,4608961,2014-03-12T20:08:07.88Z,FUV,0,0
2014b,4608963,2014-03-12T20:08:24.34Z,NUV,0,0
2014b,4608964,2014-03-12T20:08:24.41Z,FUV,0,0
2014b,4608966,2014-03-12T20:08:41.09Z,NUV,0,0
2014b,4608967,2014-03-12T20:08:41.16Z,FUV,0,0
2014b,4608969,2014-03-12T20:08:57.62Z,NUV,0,0
2014b,4608970,2014-03-12T20:08:57.69Z,FUV,0,0
2014b,4608972,2014-03-12T20:09:14.37Z,NUV,0,0
2014b,4608973,2014-03-12T20:09:14.44Z,FUV,0,0
2014b,4608975,2014-03-12T20:09:30.91Z,NUV,0,0
2014b,4608976,2014-03-12T20:09:30.97Z,FUV,0,0
2014b,4608978,2014-03-12T20:09:47.67Z,NUV,0,0
2014b,4608979,2014-03-12T20:09:47.73Z,FUV,0,0
2014b,4608981,2014-03-12T20:10:04.19Z,NUV,0,0
2014b,4608982,2014-03-12T20:10:04.25Z,FUV,0,0
2014b,4608984,2014-03-12T20:10:20.94Z,NUV,0,0
2014b,4608985,2014-03-12T20:10:21.00Z,FUV,0,0
2014b,4608987,2014-03-12T20:10:37.47Z,NUV,0,0
2014b,4608988,2014-03-12T20:10:37.53Z,FUV,0,0
2014b,4608990,2014-03-12T20:10:54.23Z,NUV,0,0
2014b,4608991,2014-03-12T20:10:54.30Z,FUV,0,0
2014b,4608993,2014-03-12T20:11:10.75Z,NUV,0,0
2014b,4608994,2014-03-12T20:11:10.81Z,FUV,0,0
2014b,4608996,2014-03-12T20:11:27.51Z,NUV,0,0
2014b,4608997,2014-03-12T20:11:27.57Z,FUV,0,0
2014b,4608999,2014-03-12T20:11:44.05Z,NUV,0,0
2014b,4609000,2014-03-12T20:11:44.11Z,FUV,0,0
2014b,4609002,2014-03-12T20:12:00.80Z,NUV,0,0
2014b,4609003,2014-03-12T20:12:00.86Z,FUV,0,0
2014b,4609005,2014-03-12T20:12:17.31Z,NUV,0,0
2014b,4609006,2014-03-12T20:12:17.38Z,FUV,0,0
2014b,4609008,2014-03-12T20:12:34.07Z,NUV,0,0
2014b,4609009,2014-03-12T20:12:34.13Z,FUV,0,0
2014b,4609011,2014-03-12T20:12:50.59Z,NUV,0,0
2014b,4609012,2014-03-12T20:12:50.66Z,FUV,0,0
2014b,4609014,2014-03-12T20:13:07.34Z,NUV,0,0
2014b,4609015,2014-03-12T20:13:07.41Z,FUV,0,0
2014b,4609017,2014-03-12T20:13:23.87Z,NUV,0,0
2014b,4609018,2014-03-12T20:13:23.94Z,FUV,0,0
2014b,4609020,2014-03-12T20:13:40.63Z,NUV,0,0
2014b,4609021,2014-03-12T20:13:40.70Z,FUV,0,0
2014b,4609023,2014-03-12T20:13:57.16Z,NUV,0,0
2014b,4609024,2014-03-12T20:13:57.22Z,FUV,0,0
2014b,4609026,2014-03-12T20:14:13.92Z,NUV,0,0
2014b,4609027,2014-03-12T20:14:13.98Z,FUV,0,0
2014b,4609029,2014-03-12T20:14:30.44Z,NUV,0,0
2014b,4609030,2014-03-12T20:14:30.50Z,FUV,0,0
2014b,4609032,2014-03-12T20:14:47.19Z,NUV,0,0
2014b,4609033,2014-03-12T20:14:47.26Z,FUV,0,0
2014b,4609035,2014-03-12T20:15:03.72Z,NUV,0,0
2014b,4609036,2014-03-12T20:15:03.78Z,FUV,0,0
2014b,4609038,2014-03-12T20:15:20.51Z,NUV,0,0
2014b,4609039,2014-03-12T20:15:20.57Z,FUV,0,0
2014b,4609041,2014-03-12T20:15:37.00Z,NUV,0,0
2014b,4609042,2014-03-12T20:15:37.06Z,FUV,0,0
2014b,4609044,2014-03-12T20:15:53.75Z,NUV,0,0
2014b,4609045,2014-03-12T20:15:53.81Z,FUV,0,0
2014b,4609047,2014-03-12T20:16:10.28Z,NUV,0,0
2014b,4609048,2014-03-12T20:16:10.35Z,FUV,0,0
2014b,4609050,2014-03-12T20:16:27.04Z,NUV,0,0
2014b,4609051,2014-03-12T20:16:27.10Z,FUV,0,0
2014b,4609053,2014-03-12T20:16:43.56Z,NUV,0,0
2014b,4609054,2014-03-12T20:16:43.63Z,FUV,0,0
2014b,4609056,2014-03-12T20:17:00.32Z,NUV,0,0
2014b,4609057,2014-03-12T20:17:00.38Z,FUV,0,0
2014b,4609059,2014-03-12T20:17:16.84Z,NUV,0,0
2014b,4609060,2014-03-12T20:17:16.91Z,FUV,0,0
2014b,4609062,2014-03-12T20:17:33.59Z,NUV,0,0
2014b,4609063,2014-03-12T20:17:33.66Z,FUV,0,0
2014b,4609065,2014-03-12T20:17:50.12Z,NUV,0,0
2014b,4609066,2014-03-12T20:17:50.19Z,FUV,0,0
2014b,4609068,2014-03-12T20:18:06.87Z,NUV,0,0
2014b,4609069,2014-03-12T20:18:06.94Z,FUV,0,0
2014b,4609071,2014-03-12T20:18:23.41Z,NUV,0,0
2014b,4609072,2014-03-12T20:18:23.47Z,FUV,0,0
2014b,4609074,2014-03-12T20:18:40.16Z,NUV,0,0
2014b,4609075,2014-03-12T20:18:40.22Z,FUV,0,0
2014b,4609077,2014-03-12T20:18:56.69Z,NUV,0,0
2014b,4609078,2014-03-12T20:18:56.75Z,FUV,0,0
2014b,4609080,2014-03-12T20:19:13.44Z,NUV,0,0
2014b,4609081,2014-03-12T20:19:13.50Z,FUV,0,0
2014b,4609083,2014-03-12T20:19:29.97Z,NUV,0,0
2014b,4609084,2014-03-12T20:19:30.03Z,FUV,0,0
2014b,4609086,2014-03-12T20:19:46.73Z,NUV,0,0
2014b,4609087,2014-03-12T20:19:46.79Z,FUV,0,0
2014b,4609089,2014-03-12T20:20:03.25Z,NUV,0,0
2014b,4609090,2014-03-12T20:20:03.31Z,FUV,0,0
2014b,4609092,2014-03-12T20:20:20.02Z,NUV,0,0
2014b,4609093,2014-03-12T20:20:20.09Z,FUV,0,0
2014b,4609095,2014-03-12T20:20:36.53Z,NUV,0,0
2014b,4609096,2014-03-12T20:20:36.60Z,FUV,0,0
2014b,4609098,2014-03-12T20:20:53.15Z,NUV,0,0
2014b,4609099,2014-03-12T20:20:53.21Z,FUV,0,0
2014b,4609101,2014-03-12T20:21:09.66Z,NUV,0,0
2014b,4609102,2014-03-12T20:21:09.72Z,FUV,0,0
2014b,4609104,2014-03-12T20:21:26.41Z,NUV,0,0
2014b,4609105,2014-03-12T20:21:26.47Z,FUV,0,0
2014b,4609107,2014-03-12T20:21:42.94Z,NUV,0,0
2014b,4609108,2014-03-12T20:21:43.00Z,FUV,0,0
2014b,4609110,2014-03-12T20:21:59.72Z,NUV,0,0
2014b,4609111,2014-03-12T20:21:59.78Z,FUV,0,0
2014b,4609113,2014-03-12T20:22:16.22Z,NUV,0,0
2014b,4609114,2014-03-12T20:22:16.28Z,FUV,0,0
2014b,4609116,2014-03-12T20:22:33.00Z,NUV,0,0
2014b,4609117,2014-03-12T20:22:33.06Z,FUV,0,0
2014b,4609119,2014-03-12T20:22:49.50Z,NUV,0,0
2014b,4609120,2014-03-12T20:22:49.56Z,FUV,0,0
2014b,4609122,2014-03-12T20:23:06.26Z,NUV,0,0
2014b,4609123,2014-03-12T20:23:06.32Z,FUV,0,0
2014b,4609125,2014-03-12T20:23:22.78Z,NUV,0,0
2014b,4609126,2014-03-12T20:23:22.85Z,FUV,0,0
2014b,4609128,2014-03-12T20:23:39.55Z,NUV,0,0
2014b,4609129,2014-03-12T20:23:39.62Z,FUV,0,0
2014b,4609131,2014-03-12T20:23:56.06Z,NUV,0,0
2014b,4609132,2014-03-12T20:23:56.13Z,FUV,0,0
2014b,4609134,2014-03-12T20:24:12.81Z,NUV,0,0
2014b,4609135,2014-03-12T20:24:12.88Z,FUV,0,0
2014b,4609137,2014-03-12T20:24:29.34Z,NUV,0,0
2014b,4609138,2014-03-12T20:24:29.41Z,FUV,0,0
2014b,4609140,2014-03-12T20:24:46.09Z,NUV,0,0
2014b,4609141,2014-03-12T20:24:46.16Z,FUV,0,0
2014b,4609143,2014-03-12T20:25:02.62Z,NUV,0,0
2014b,4609144,2014-03-12T20:25:02.69Z,FUV,0,0
2014b,4609146,2014-03-12T20:25:19.40Z,NUV,0,0
2014b,4609147,2014-03-12T20:25:19.46Z,FUV,0,0
2014b,4609149,2014-03-12T20:25:35.91Z,NUV,0,0
2014b,4609150,2014-03-12T20:25:35.97Z,FUV,0,0
2014b,4609152,2014-03-12T20:25:52.67Z,NUV,0,0
2014b,4609153,2014-03-12T20:25:52.73Z,FUV,0,0
2014b,4609155,2014-03-12T20:26:09.19Z,NUV,0,0
2014b,4609156,2014-03-12T20:26:09.25Z,FUV,0,0
2014b,4609158,2014-03-12T20:26:25.95Z,NUV,0,0
2014b,4609159,2014-03-12T20:26:26.02Z,FUV,0,0
2014b,4609161,2014-03-12T20:26:42.47Z,NUV,0,0
2014b,4609162,2014-03-12T20:26:42.53Z,FUV,0,0
2014b,4609164,2014-03-12T20:26:59.22Z,NUV,0,0
2014b,4609165,2014-03-12T20:26:59.28Z,FUV,0,0
2014b,4609167,2014-03-12T20:27:15.75Z,NUV,0,0
2014b,4609168,2014-03-12T20:27:15.81Z,FUV,0,0
2014b,4609170,2014-03-12T20:27:32.51Z,NUV,0,0
2014b,4609171,2014-03-12T20:27:32.57Z,FUV,0,0
2014b,4609173,2014-03-12T20:27:49.03Z,NUV,0,0
2014b,4609174,2014-03-12T20:27:49.10Z,FUV,0,0
2014b,4609176,2014-03-12T20:28:05.78Z,NUV,0,0
2014b,4609177,2014-03-12T20:28:05.85Z,FUV,0,0
2014b,4609179,2014-03-12T20:28:22.31Z,NUV,0,0
2014b,4609180,2014-03-12T20:28:22.38Z,FUV,0,0
2014b,4609182,2014-03-12T20:28:39.06Z,NUV,0,0
2014b,4609183,2014-03-12T20:28:39.13Z,FUV,0,0
2014b,4609185,2014-03-12T20:28:55.59Z,NUV,0,0
2014b,4609186,2014-03-12T20:28:55.66Z,FUV,0,0
2014b,4609188,2014-03-12T20:29:12.38Z,NUV,0,0
2014b,4609189,2014-03-12T20:29:12.45Z,FUV,0,0
2014b,4609191,2014-03-12T20:29:28.87Z,NUV,0,0
2014b,4609192,2014-03-12T20:29:28.94Z,FUV,0,0
2014b,4609194,2014-03-12T20:29:45.64Z,NUV,0,0
2014b,4609195,2014-03-12T20:29:45.71Z,FUV,0,0
2014b,4609197,2014-03-12T20:30:02.16Z,NUV,0,0
2014b,4609198,2014-03-12T20:30:02.22Z,FUV,0,0
2014b,4609200,2014-03-12T20:30:18.91Z,NUV,0,0
2014b,4609201,2014-03-12T20:30:18.97Z,FUV,0,0
2014b,4609203,2014-03-12T20:30:35.44Z,NUV,0,0
2014b,4609204,2014-03-12T20:30:35.50Z,FUV,0,0
2014b,4609206,2014-03-12T20:30:52.22Z,NUV,0,0
2014b,4609207,2014-03-12T20:30:52.28Z,FUV,0,0
2014b,4609209,2014-03-12T20:31:08.72Z,NUV,0,0
2014b,4609210,2014-03-12T20:31:08.78Z,FUV,0,0
2014b,4609212,2014-03-12T20:31:25.50Z,NUV,0,0
2014b,4609213,2014-03-12T20:31:25.56Z,FUV,0,0
2014b,4609215,2014-03-12T20:31:42.00Z,NUV,0,0
2014b,4609216,2014-03-12T20:31:42.06Z,FUV,0,0
2014b,4609218,2014-03-12T20:31:58.78Z,NUV,0,0
2014b,4609219,2014-03-12T20:31:58.85Z,FUV,0,0
2014b,4609221,2014-03-12T20:32:15.28Z,NUV,0,0
2014b,4609222,2014-03-12T20:32:15.35Z,FUV,0,0
2014b,4609224,2014-03-12T20:32:32.02Z,NUV,0,0
2014b,4609225,2014-03-12T20:32:32.09Z,FUV,0,0
2014b,4609227,2014-03-12T20:32:48.56Z,NUV,0,0
2014b,4609228,2014-03-12T20:32:48.63Z,FUV,0,0
2014b,4609230,2014-03-12T20:33:05.31Z,NUV,0,0
2014b,4609231,2014-03-12T20:33:05.38Z,FUV,0,0
2014b,4609233,2014-03-12T20:33:21.84Z,NUV,0,0
2014b,4609234,2014-03-12T20:33:21.91Z,FUV,0,0
2014b,4609236,2014-03-12T20:33:38.60Z,NUV,0,0
2014b,4609237,2014-03-12T20:33:38.67Z,FUV,0,0
2014b,4609239,2014-03-12T20:33:55.12Z,NUV,0,0
2014b,4609240,2014-03-12T20:33:55.19Z,FUV,0,0
2014b,4609242,2014-03-12T20:34:11.88Z,NUV,0,0
2014b,4609243,2014-03-12T20:34:11.95Z,FUV,0,0
2014b,4609245,2014-03-12T20:34:28.41Z,NUV,0,0
2014b,4609246,2014-03-12T20:34:28.47Z,FUV,0,0
2014b,4609248,2014-03-12T20:34:45.15Z,NUV,0,0
2014b,4609249,2014-03-12T20:34:45.21Z,FUV,0,0
2014b,4609251,2014-03-12T20:35:01.69Z,NUV,0,0
2014b,4609252,2014-03-12T20:35:01.75Z,FUV,0,0
2014b,4609254,2014-03-12T20:35:18.47Z,NUV,0,0
2014b,4609255,2014-03-12T20:35:18.53Z,FUV,0,0
2014b,4609257,2014-03-12T20:35:34.97Z,NUV,0,0
2014b,4609258,2014-03-12T20:35:35.03Z,FUV,0,0
2014b,4609260,2014-03-12T20:35:51.73Z,NUV,0,0
2014b,4609261,2014-03-12T20:35:51.80Z,FUV,0,0
2014b,4609263,2014-03-12T20:36:08.25Z,NUV,0,0
2014b,4609264,2014-03-12T20:36:08.31Z,FUV,0,0
2014b,4609266,2014-03-12T20:36:25.02Z,NUV,0,0
2014b,4609267,2014-03-12T20:36:25.08Z,FUV,0,0
2014b,4609269,2014-03-12T20:36:41.53Z,NUV,0,0
2014b,4609270,2014-03-12T20:36:41.60Z,FUV,0,0
2014b,4609272,2014-03-12T20:36:58.30Z,NUV,0,0
2014b,4609273,2014-03-12T20:36:58.37Z,FUV,0,0
2014b,4609275,2014-03-12T20:37:14.81Z,NUV,0,0
2014b,4609276,2014-03-12T20:37:14.88Z,FUV,0,0
2014b,4609278,2014-03-12T20:37:31.58Z,NUV,0,0
2014b,4609279,2014-03-12T20:37:31.65Z,FUV,0,0
2014b,4609281,2014-03-12T20:37:48.09Z,NUV,0,0
2014b,4609282,2014-03-12T20:37:48.16Z,FUV,0,0
2014b,4609284,2014-03-12T20:38:04.88Z,NUV,0,0
2014b,4609285,2014-03-12T20:38:04.95Z,FUV,0,0
2014b,4609287,2014-03-12T20:38:21.37Z,NUV,0,0
2014b,4609288,2014-03-12T20:38:21.44Z,FUV,0,0
2014b,4609290,2014-03-12T20:38:37.99Z,NUV,0,0
2014b,4609291,2014-03-12T20:38:38.06Z,FUV,0,0
2014b,4609293,2014-03-12T20:38:54.50Z,NUV,0,0
2014b,4609294,2014-03-12T20:38:54.56Z,FUV,0,0
2014b,4609296,2014-03-12T20:39:11.25Z,NUV,0,0
2014b,4609297,2014-03-12T20:39:11.31Z,FUV,0,0
2014b,4609299,2014-03-12T20:39:27.78Z,NUV,0,0
2014b,4609300,2014-03-12T20:39:27.85Z,FUV,0,0
2014b,4609302,2014-03-12T20:39:44.54Z,NUV,0,0
2014b,4609303,2014-03-12T20:39:44.60Z,FUV,0,0
2014b,4609305,2014-03-12T20:40:01.06Z,NUV,0,0
2014b,4609306,2014-03-12T20:40:01.13Z,FUV,0,0
2014b,4609308,2014-03-12T20:40:17.86Z,NUV,0,0
2014b,4609309,2014-03-12T20:40:17.93Z,FUV,0,0
2014b,4609311,2014-03-12T20:40:34.34Z,NUV,0,0
2014b,4609312,2014-03-12T20:40:34.41Z,FUV,0,0
2014b,4609314,2014-03-12T20:40:51.11Z,NUV,0,0
2014b,4609315,2014-03-12T20:40:51.17Z,FUV,0,0
2014b,4609317,2014-03-12T20:41:07.62Z,NUV,0,0
2014b,4609318,2014-03-12T20:41:07.69Z,FUV,0,0
2014b,4609320,2014-03-12T20:41:24.37Z,NUV,0,0
2014b,4609321,2014-03-12T20:41:24.44Z,FUV,0,0
2014b,4609323,2014-03-12T20:41:40.91Z,NUV,0,0
2014b,4609324,2014-03-12T20:41:40.97Z,FUV,0,0
2014b,4609326,2014-03-12T20:41:57.67Z,NUV,0,0
2014b,4609327,2014-03-12T20:41:57.73Z,FUV,0,0
2014b,4609329,2014-03-12T20:42:14.19Z,NUV,0,0
2014b,4609330,2014-03-12T20:42:14.25Z,FUV,0,0
2014b,4609332,2014-03-12T20:42:30.98Z,NUV,0,0
2014b,4609333,2014-03-12T20:42:31.04Z,FUV,0,0
2014b,4609335,2014-03-12T20:42:47.47Z,NUV,0,0
2014b,4609336,2014-03-12T20:42:47.53Z,FUV,0,0
2014b,4609338,2014-03-12T20:43:04.24Z,NUV,0,0
2014b,4609339,2014-03-12T20:43:04.31Z,FUV,0,0
2014b,4609341,2014-03-12T20:43:20.75Z,NUV,0,0
2014b,4609342,2014-03-12T20:43:20.81Z,FUV,0,0
2014b,4609344,2014-03-12T20:43:37.51Z,NUV,0,0
2014b,4609345,2014-03-12T20:43:37.57Z,FUV,0,0
2014b,4609347,2014-03-12T20:43:54.03Z,NUV,0,0
2014b,4609348,2014-03-12T20:43:54.10Z,FUV,0,0
2014b,4609350,2014-03-12T20:44:10.79Z,NUV,0,0
2014b,4609351,2014-03-12T20:44:10.85Z,FUV,0,0
2014b,4609353,2014-03-12T20:44:27.31Z,NUV,0,0
2014b,4609354,2014-03-12T20:44:27.38Z,FUV,0,0
2014b,4609356,2014-03-12T20:44:44.09Z,NUV,0,0
2014b,4609357,2014-03-12T20:44:44.15Z,FUV,0,0
2014b,4609359,2014-03-12T20:45:00.59Z,NUV,0,0
2014b,4609360,2014-03-12T20:45:00.66Z,FUV,0,0
2014b,4609362,2014-03-12T20:45:17.38Z,NUV,0,0
2014b,4609363,2014-03-12T20:45:17.45Z,FUV,0,0
2014b,4609365,2014-03-12T20:45:33.87Z,NUV,0,0
2014b,4609366,2014-03-12T20:45:33.94Z,FUV,0,0
2014b,4609368,2014-03-12T20:45:50.66Z,NUV,0,0
2014b,4609369,2014-03-12T20:45:50.73Z,FUV,0,0
2014b,4609371,2014-03-12T20:46:07.16Z,NUV,0,0
2014b,4609372,2014-03-12T20:46:07.22Z,FUV,0,0
2014b,4609374,2014-03-12T20:46:23.91Z,NUV,0,0
2014b,4609375,2014-03-12T20:46:23.97Z,FUV,0,0
2014b,4609377,2014-03-12T20:46:40.44Z,NUV,0,0
2014b,4609378,2014-03-12T20:46:40.50Z,FUV,0,0
2014b,4609380,2014-03-12T20:46:57.21Z,NUV,0,0
2014b,4609381,2014-03-12T20:46:57.27Z,FUV,0,0
2014b,4609383,2014-03-12T20:47:13.72Z,NUV,0,0
2014b,4609384,2014-03-12T20:47:13.78Z,FUV,0,0
2014b,4609386,2014-03-12T20:47:30.47Z,NUV,0,0
2014b,4609387,2014-03-12T20:47:30.53Z,FUV,0,0
2014b,4609389,2014-03-12T20:47:47.00Z,NUV,0,0
2014b,4609390,2014-03-12T20:47:47.06Z,FUV,0,0
2014b,4609392,2014-03-12T20:48:03.77Z,NUV,0,0
2014b,4609393,2014-03-12T20:48:03.83Z,FUV,0,0
2014b,4609395,2014-03-12T20:48:20.28Z,NUV,0,0
2014b,4609396,2014-03-12T20:48:20.35Z,FUV,0,0
2014b,4609398,2014-03-12T20:48:37.05Z,NUV,0,0
2014b,4609399,2014-03-12T20:48:37.12Z,FUV,0,0
2014b,4609401,2014-03-12T20:48:53.56Z,NUV,0,0
2014b,4609402,2014-03-12T20:48:53.63Z,FUV,0,0
2014b,4609404,2014-03-12T20:49:10.33Z,NUV,0,0
2014b,4609405,2014-03-12T20:49:10.40Z,FUV,0,0
2014b,4609407,2014-03-12T20:49:26.84Z,NUV,0,0
2014b,4609408,2014-03-12T20:49:26.91Z,FUV,0,0
2014b,4609410,2014-03-12T20:49:43.59Z,NUV,0,0
2014b,4609411,2014-03-12T20:49:43.66Z,FUV,0,0
2014b,4609413,2014-03-12T20:50:00.12Z,NUV,0,0
2014b,4609414,2014-03-12T20:50:00.19Z,FUV,0,0
2014b,4609416,2014-03-12T20:50:16.89Z,NUV,0,0
2014b,4609417,2014-03-12T20:50:16.96Z,FUV,0,0
2014b,4609419,2014-03-12T20:50:33.41Z,NUV,0,0
2014b,4609420,2014-03-12T20:50:33.47Z,FUV,0,0
2014b,4609422,2014-03-12T20:50:50.17Z,NUV,0,0
2014b,4609423,2014-03-12T20:50:50.23Z,FUV,0,0
2014b,4609425,2014-03-12T20:51:06.69Z,NUV,0,0
2014b,4609426,2014-03-12T20:51:06.75Z,FUV,0,0
2014b,4609428,2014-03-12T20:51:23.44Z,NUV,0,0
2014b,4609429,2014-03-12T20:51:23.50Z,FUV,0,0
2014b,4609431,2014-03-12T20:51:39.97Z,NUV,0,0
2014b,4609432,2014-03-12T20:51:40.03Z,FUV,0,0
2014b,4609434,2014-03-12T20:51:56.75Z,NUV,0,0
2014b,4609435,2014-03-12T20:51:56.81Z,FUV,0,0
2014b,4609437,2014-03-12T20:52:13.25Z,NUV,0,0
2014b,4609438,2014-03-12T20:52:13.31Z,FUV,0,0
2014b,4609440,2014-03-12T20:52:30.01Z,NUV,0,0
2014b,4609441,2014-03-12T20:52:30.07Z,FUV,0,0
2014b,4609443,2014-03-12T20:52:46.53Z,NUV,0,0
2014b,4609444,2014-03-12T20:52:46.60Z,FUV,0,0
2014b,4609446,2014-03-12T20:53:03.28Z,NUV,0,0
2014b,4609447,2014-03-12T20:53:03.35Z,FUV,0,0
2014b,4609449,2014-03-12T20:53:19.81Z,NUV,0,0
2014b,4609450,2014-03-12T20:53:19.88Z,FUV,0,0
2014b,4609452,2014-03-12T20:53:36.56Z,NUV,0,0
2014b,4609453,2014-03-12T20:53:36.63Z,FUV,0,0
2014b,4609455,2014-03-12T20:53:53.09Z,NUV,0,0
2014b,4609456,2014-03-12T20:53:53.16Z,FUV,0,0
2014b,4609458,2014-03-12T20:54:09.84Z,NUV,0,0
2014b,4609459,2014-03-12T20:54:09.91Z,FUV,0,0
2014b,4609461,2014-03-12T20:54:26.37Z,NUV,0,0
2014b,4609462,2014-03-12T20:54:26.44Z,FUV,0,0
2014b,4609464,2014-03-12T20:54:43.16Z,NUV,0,0
2014b,4609465,2014-03-12T20:54:43.22Z,FUV,0,0
2014b,4609467,2014-03-12T20:54:59.66Z,NUV,0,0
2014b,4609468,2014-03-12T20:54:59.72Z,FUV,0,0
2014b,4609470,2014-03-12T20:55:16.41Z,NUV,0,0
2014b,4609471,2014-03-12T20:55:16.48Z,FUV,0,0
2014b,4609473,2014-03-12T20:55:32.94Z,NUV,0,0
2014b,4609474,2014-03-12T20:55:33.00Z,FUV,0,0
2014b,4609476,2014-03-12T20:55:49.71Z,NUV,0,0
2014b,4609477,2014-03-12T20:55:49.77Z,FUV,0,0
2014b,4609479,2014-03-12T20:56:06.22Z,NUV,0,0
2014b,4609480,2014-03-12T20:56:06.28Z,FUV,0,0
2014b,4609482,2014-03-12T20:56:22.81Z,NUV,0,0
2014b,4609483,2014-03-12T20:56:22.88Z,FUV,0,0
2014b,4609485,2014-03-12T20:56:39.34Z,NUV,0,0
2014b,4609486,2014-03-12T20:56:39.41Z,FUV,0,0
2014b,4609488,2014-03-12T20:56:56.10Z,NUV,0,0
2014b,4609489,2014-03-12T20:56:56.17Z,FUV,0,0
2014b,4609491,2014-03-12T20:57:12.62Z,NUV,0,0
2014b,4609492,2014-03-12T20:57:12.69Z,FUV,0,0
2014b,4609494,2014-03-12T20:57:29.38Z,NUV,0,0
2014b,4609495,2014-03-12T20:57:29.45Z,FUV,0,0
2014b,4609497,2014-03-12T20:57:45.91Z,NUV,0,0
2014b,4609498,2014-03-12T20:57:45.97Z,FUV,0,0
2014b,4609500,2014-03-12T20:58:02.67Z,NUV,0,0
2014b,4609501,2014-03-12T20:58:02.73Z,FUV,0,0
2014b,4609503,2014-03-12T20:58:19.19Z,NUV,0,0
2014b,4609504,2014-03-12T20:58:19.25Z,FUV,0,0
2014b,4609506,2014-03-12T20:58:35.94Z,NUV,0,0
2014b,4609507,2014-03-12T20:58:36.00Z,FUV,0,0
2014b,4609509,2014-03-12T20:58:52.47Z,NUV,0,0
2014b,4609510,2014-03-12T20:58:52.53Z,FUV,0,0
2014b,4609512,2014-03-12T20:59:09.25Z,NUV,0,0
2014b,4609513,2014-03-12T20:59:09.31Z,FUV,0,0
2014b,4609515,2014-03-12T20:59:25.75Z,NUV,0,0
2014b,4609518,2014-03-12T20:59:42.50Z,NUV,0,0
2014b,4609530,2014-03-12T21:00:49.07Z,NUV,0,0
2014b,4609531,2014-03-12T21:00:49.13Z,FUV,0,0
2014b,4609533,2014-03-12T21:01:05.59Z,NUV,0,0
2014b,4609534,2014-03-12T21:01:05.66Z,FUV,0,0
2014b,4609536,2014-03-12T21:01:22.34Z,NUV,0,0
2014b,4609537,2014-03-12T21:01:22.41Z,FUV,0,0
2014b,4609539,2014-03-12T21:01:38.87Z,NUV,0,0
2014b,4609540,2014-03-12T21:01:38.94Z,FUV,0,0
2014b,4609542,2014-03-12T21:01:55.64Z,NUV,0,0
2014b,4609543,2014-03-12T21:01:55.71Z,FUV,0,0
2014b,4609545,2014-03-12T21:02:12.16Z,NUV,0,0
2014b,4609546,2014-03-12T21:02:12.22Z,FUV,0,0
2014b,4609548,2014-03-12T21:02:28.92Z,NUV,0,0
2014b,4609549,2014-03-12T21:02:28.99Z,FUV,0,0
2014b,4609551,2014-03-12T21:02:45.44Z,NUV,0,0
