name,dataset,chip,fsn,length,start,slope,noise,gain,vertical,row,column
2013-12-27-446,2013-12-27,FUV1,3578287,14,33982,-0.0314397084436779,17.791199684143066,6.0,True,1032,148
2013-12-27-447,2013-12-27,FUV2,3578290,35,33996,0.11465190214842391,17.791199684143066,6.0,True,58,4082
2013-12-27-448,2013-12-27,FUV2,3578290,18,34031,0.002999508786313056,17.791199684143066,6.0,True,343,3784
2013-12-27-449,2013-12-27,FUV1,3578290,17,34049,0.21237916433638812,17.791199684143066,6.0,True,387,269
2013-12-27-450,2013-12-27,FUV1,3578290,14,34066,-0.11066149484688653,17.791199684143066,6.0,True,405,200
2013-12-27-451,2013-12-27,FUV2,3578290,12,34080,0.16720161497501662,17.791199684143066,6.0,True,405,3797
2013-12-27-452,2013-12-27,FUV1,3578290,13,34092,0.16526399782991602,17.791199684143066,6.0,True,563,114
2013-12-27-453,2013-12-27,FUV2,3578290,13,34105,-0.11427024436765748,17.791199684143066,6.0,True,756,3814
2013-12-27-454,2013-12-27,FUV1,3578290,13,34118,0.05542940240176516,17.791199684143066,6.0,True,763,142
2013-12-27-455,2013-12-27,FUV1,3578290,15,34131,0.16377024361946713,17.791199684143066,6.0,True,835,113
2013-12-27-456,2013-12-27,FUV1,3578290,12,34146,0.273038476304071,17.791199684143066,6.0,True,846,141
2013-12-27-457,2013-12-27,FUV2,3578293,13,34158,0.256099663732502,17.791199684143066,6.0,True,241,4011
2013-12-27-458,2013-12-27,FUV2,3578293,16,34171,0.11294259370047253,17.791199684143066,6.0,True,289,3755
2013-12-27-459,2013-12-27,FUV2,3578293,18,34187,0.3325401752375228,17.791199684143066,6.0,True,331,3838
2013-12-27-460,2013-12-27,FUV1,3578293,12,34205,0.004011164623529497,17.791199684143066,6.0,True,415,141
2013-12-27-461,2013-12-27,FUV2,3578293,12,34217,-0.05967809881923445,17.791199684143066,6.0,True,770,3718
2013-12-27-462,2013-12-27,FUV2,3578293,12,34229,0.26784557441048107,17.791199684143066,6.0,True,826,3776
2013-12-27-463,2013-12-27,FUV2,3578293,13,34241,0.19852322003883363,17.791199684143066,6.0,True,870,3795
2013-12-27-464,2013-12-27,FUV2,3578293,12,34254,0.23586296597068307,17.791199684143066,6.0,True,873,4036
2013-12-27-465,2013-12-27,FUV1,3578293,14,34266,0.0429402113999327,17.791199684143066,6.0,True,944,319
2013-12-27-466,2013-12-27,FUV2,3578293,13,34280,0.32038450599581736,17.791199684143066,6.0,True,965,4086
2013-12-27-467,2013-12-27,FUV2,3578293,28,34293,-0.0783461660596824,17.791199684143066,6.0,True,970,3746
2013-12-27-468,2013-12-27,FUV2,3578293,12,34321,0.23834903194265689,17.791199684143066,6.0,True,974,3916
2013-12-27-469,2013-12-27,FUV2,3578293,17,34333,0.1473413510062526,17.791199684143066,6.0,True,1003,4095
2013-12-27-470,2013-12-27,FUV2,3578293,20,34350,0.02520200525552777,17.791199684143066,6.0,True,1011,3688
2013-12-27-471,2013-12-27,FUV2,3578296,13,34370,-0.016417661788482134,17.791199684143066,6.0,True,180,3862
2013-12-27-472,2013-12-27,FUV2,3578296,12,34383,-0.06612417232624188,17.791199684143066,6.0,True,221,3758
2013-12-27-473,2013-12-27,FUV2,3578296,14,34395,-0.19338350575241053,17.791199684143066,6.0,True,327,3795
2013-12-27-474,2013-12-27,FUV2,3578296,12,34409,0.3234612475789509,17.791199684143066,6.0,True,384,3675
2013-12-27-475,2013-12-27,FUV2,3578296,14,34421,0.11210844046122655,17.791199684143066,6.0,True,410,3740
2013-12-27-476,2013-12-27,FUV1,3578296,13,34435,0.2993759487108138,17.791199684143066,6.0,True,432,353
2013-12-27-477,2013-12-27,FUV2,3578296,13,34448,-0.14874703167123804,17.791199684143066,6.0,True,469,3825
2013-12-27-478,2013-12-27,FUV2,3578296,12,34461,0.16336378296219772,17.791199684143066,6.0,True,492,4024
2013-12-27-479,2013-12-27,FUV1,3578296,28,34473,0.11820013089293992,17.791199684143066,6.0,True,594,357
2013-12-27-480,2013-12-27,FUV1,3578296,17,34501,-0.11808383731477906,17.791199684143066,6.0,True,650,326
2013-12-27-481,2013-12-27,FUV2,3578296,15,34518,0.1465264799939535,17.791199684143066,6.0,True,747,4090
2013-12-27-482,2013-12-27,FUV1,3578296,17,34533,0.34810756104107976,17.791199684143066,6.0,True,881,189
2013-12-27-483,2013-12-27,FUV2,3578296,15,34550,-0.12091076631130053,17.791199684143066,6.0,True,882,3684
2013-12-27-484,2013-12-27,FUV2,3578296,15,34565,0.2166202190147166,17.791199684143066,6.0,True,951,3957
2013-12-27-485,2013-12-27,FUV1,3578296,12,34580,0.01884606376474153,17.791199684143066,6.0,True,1029,409
2013-12-27-486,2013-12-27,FUV2,3578299,13,34592,0.29765381883996733,17.791199684143066,6.0,True,166,3762
2013-12-27-487,2013-12-27,FUV2,3578299,14,34605,-0.052369123659860996,17.791199684143066,6.0,True,259,4019
2013-12-27-488,2013-12-27,FUV1,3578299,13,34619,0.2921234982294038,17.791199684143066,6.0,True,265,347
2013-12-27-489,2013-12-27,FUV1,3578299,14,34632,0.13544081525490162,17.791199684143066,6.0,True,275,251
2013-12-27-490,2013-12-27,FUV2,3578299,14,34646,0.19492987016739033,17.791199684143066,6.0,True,276,3665
2013-12-27-491,2013-12-27,FUV2,3578299,13,34660,-0.2939223079901558,17.791199684143066,6.0,True,423,3729
2013-12-27-492,2013-12-27,FUV1,3578299,12,34673,-0.06908425058479964,17.791199684143066,6.0,True,426,173
2013-12-27-493,2013-12-27,FUV1,3578299,12,34685,0.25911239728014845,17.791199684143066,6.0,True,554,137
2013-12-27-494,2013-12-27,FUV1,3578299,22,34697,0.014546079960431718,17.791199684143066,6.0,True,608,278
2013-12-27-495,2013-12-27,FUV2,3578299,14,34719,0.3365519058247196,17.791199684143066,6.0,True,619,3764
2013-12-27-496,2013-12-27,FUV2,3578299,33,34733,0.11766814135906736,17.791199684143066,6.0,True,662,3784
2013-12-27-497,2013-12-27,FUV2,3578299,12,34766,0.19939808457438904,17.791199684143066,6.0,True,973,3861
2013-12-27-498,2013-12-27,FUV2,3578299,12,34778,0.11244716916374096,17.791199684143066,6.0,True,1060,3711
2013-12-27-499,2013-12-27,FUV2,3578302,12,34790,-0.106386869232347,17.791199684143066,6.0,True,360,3690
2013-12-27-500,2013-12-27,FUV2,3578302,13,34802,0.32167504640736483,17.791199684143066,6.0,True,374,3787
2013-12-27-501,2013-12-27,FUV2,3578302,15,34815,0.09388511889497589,17.791199684143066,6.0,True,431,3978
2013-12-27-502,2013-12-27,FUV2,3578302,15,34830,0.2863597424302724,17.791199684143066,6.0,True,439,3923
2013-12-27-503,2013-12-27,FUV2,3578302,15,34845,0.222025708335693,17.791199684143066,6.0,True,462,3634
2013-12-27-504,2013-12-27,FUV2,3578302,12,34860,-0.007750892571896518,17.791199684143066,6.0,True,513,3664
2013-12-27-505,2013-12-27,FUV1,3578302,12,34872,0.10808875859265982,17.791199684143066,6.0,True,629,136
2013-12-27-506,2013-12-27,FUV1,3578302,13,34884,0.09805605881223038,17.791199684143066,6.0,True,716,408
2013-12-27-507,2013-12-27,FUV2,3578302,14,34897,0.2318212716179554,17.791199684143066,6.0,True,892,3797
2013-12-27-508,2013-12-27,FUV2,3578302,14,34911,-0.18285763608644878,17.791199684143066,6.0,False,3706,897
2013-12-27-509,2013-12-27,FUV2,3578302,15,34925,0.3104020552986398,17.791199684143066,6.0,True,917,3742
2013-12-27-510,2013-12-27,FUV2,3578302,13,34940,0.270305389661164,17.791199684143066,6.0,True,921,3769
2013-12-27-511,2013-12-27,FUV2,3578302,15,34953,0.10991848585696615,17.791199684143066,6.0,True,986,3648
2013-12-27-512,2013-12-27,FUV2,3578302,15,34968,-0.02591267440590758,17.791199684143066,6.0,True,997,4044
2013-12-27-513,2013-12-27,FUV2,3578305,15,34983,0.10309569532093438,17.791199684143066,6.0,True,60,3652
2013-12-27-514,2013-12-27,FUV2,3578305,16,34998,0.1260278992099166,17.791199684143066,6.0,True,107,3872
2013-12-27-515,2013-12-27,FUV1,3578305,13,35014,0.1263010669285594,17.791199684143066,6.0,True,305,120
2013-12-27-516,2013-12-27,FUV2,3578305,17,35027,0.14288287323706436,17.791199684143066,6.0,True,365,3802
2013-12-27-517,2013-12-27,FUV1,3578305,13,35044,-0.23423515998281588,17.791199684143066,6.0,True,370,280
2013-12-27-518,2013-12-27,FUV2,3578305,14,35057,-0.23169908996537406,17.791199684143066,6.0,True,408,3659
2013-12-27-519,2013-12-27,FUV2,3578305,14,35071,-0.035621709011039115,17.791199684143066,6.0,True,458,3834
2013-12-27-520,2013-12-27,FUV1,3578305,12,35085,0.02497621407644056,17.791199684143066,6.0,True,475,124
2013-12-27-521,2013-12-27,FUV2,3578305,13,35097,-0.039511974347676074,17.791199684143066,6.0,True,476,4018
2013-12-27-522,2013-12-27,FUV2,3578305,14,35110,-0.09221964010297315,17.791199684143066,6.0,True,517,3986
2013-12-27-523,2013-12-27,FUV2,3578305,19,35124,0.15882867012620847,17.791199684143066,6.0,True,554,3699
2013-12-27-524,2013-12-27,FUV2,3578305,14,35143,0.2829335321283133,17.791199684143066,6.0,True,667,4044
2013-12-27-525,2013-12-27,FUV2,3578305,16,35157,0.3211529976382891,17.791199684143066,6.0,True,767,3909
2013-12-27-526,2013-12-27,FUV2,3578305,12,35173,0.2034063200656813,17.791199684143066,6.0,True,889,3651
2013-12-27-527,2013-12-27,FUV2,3578305,13,35185,0.06701886937078297,17.791199684143066,6.0,True,988,3892
2013-12-27-528,2013-12-27,FUV1,3578305,15,35198,-0.08088879400317768,17.791199684143066,6.0,True,1011,342
2013-12-27-529,2013-12-27,FUV2,3578305,24,35213,-0.008492453539579071,17.791199684143066,6.0,True,1036,3930
2013-12-27-530,2013-12-27,FUV1,3578308,13,35237,0.25395610758586823,17.791199684143066,6.0,True,27,278
2013-12-27-531,2013-12-27,FUV2,3578308,14,35250,-0.05486137922930326,17.791199684143066,6.0,False,3996,171
2013-12-27-532,2013-12-27,FUV1,3578308,16,35264,0.06749796052405561,17.791199684143066,6.0,True,193,111
2013-12-27-533,2013-12-27,FUV2,3578308,12,35280,0.18651707661252145,17.791199684143066,6.0,True,260,4063
2013-12-27-534,2013-12-27,FUV2,3578308,12,35292,-0.03518183284232863,17.791199684143066,6.0,True,317,3754
2013-12-27-535,2013-12-27,FUV2,3578308,13,35304,0.24176184589994335,17.791199684143066,6.0,True,350,3865
2013-12-27-536,2013-12-27,FUV2,3578308,14,35317,-0.137163891578658,17.791199684143066,6.0,True,383,3694
2013-12-27-537,2013-12-27,FUV2,3578308,15,35331,0.2756716207459733,17.791199684143066,6.0,True,502,3702
2013-12-27-538,2013-12-27,FUV2,3578308,14,35346,-0.011247059486699556,17.791199684143066,6.0,False,4068,531
2013-12-27-539,2013-12-27,FUV2,3578308,12,35360,-0.11640839957707752,17.791199684143066,6.0,True,534,4022
2013-12-27-540,2013-12-27,FUV2,3578308,14,35372,-0.08238065267379939,17.791199684143066,6.0,True,616,4082
2013-12-27-541,2013-12-27,FUV2,3578308,15,35386,0.2223507324353991,17.791199684143066,6.0,True,674,3865
2013-12-27-542,2013-12-27,FUV2,3578308,13,35401,-0.24612247526916264,17.791199684143066,6.0,True,782,3794
2013-12-27-543,2013-12-27,FUV1,3578308,13,35414,-0.10563555150861932,17.791199684143066,6.0,True,810,129
2013-12-27-544,2013-12-27,FUV2,3578308,16,35427,0.24008205537644,17.791199684143066,6.0,True,811,3829
2013-12-27-545,2013-12-27,FUV2,3578308,14,35443,0.012379927729819343,17.791199684143066,6.0,True,843,3766
2013-12-27-546,2013-12-27,FUV2,3578308,15,35457,0.0821468388890727,17.791199684143066,6.0,True,847,3782
2013-12-27-547,2013-12-27,FUV2,3578743,14,35472,0.19773019869619443,17.791199684143066,6.0,True,824,3962
2013-12-27-548,2013-12-27,FUV1,3578749,14,35486,0.05717366382514501,17.791199684143066,6.0,False,290,114
2013-12-27-549,2013-12-27,FUV2,3578767,14,35500,0.23264566773670708,17.791199684143066,6.0,True,185,3884
2013-12-27-550,2013-12-27,FUV2,3578776,13,35514,0.31513184898133006,17.791199684143066,6.0,True,1048,3744
2013-12-27-551,2013-12-27,FUV2,3578785,12,35527,0.11712723491918726,17.791199684143066,6.0,True,673,3946
2013-12-27-552,2013-12-27,FUV2,3578815,20,35539,0.3111274082905514,17.791199684143066,6.0,False,3722,805
2013-12-27-553,2013-12-27,FUV2,3578824,12,35559,0.07502094639935705,17.791199684143066,6.0,True,647,4040
2013-12-27-554,2013-12-27,SJI,3577239,13,35571,0.0001467579867529905,26.6867995262146,18.0,False,372,622
2013-12-27-555,2013-12-27,SJI,3577245,13,35584,0.00979396940799929,26.6867995262146,18.0,False,364,624
2013-12-27-556,2013-12-27,SJI,3577251,14,35597,0.24041397013963375,26.6867995262146,18.0,True,682,641
2013-12-27-557,2013-12-27,SJI,3577257,12,35611,0.006832152423860963,26.6867995262146,18.0,True,983,684
2013-12-27-558,2013-12-27,SJI,3577269,19,35623,-0.06383039409090581,26.6867995262146,18.0,True,876,806
2013-12-27-559,2013-12-27,SJI,3577275,16,35642,-0.14276556168528176,26.6867995262146,18.0,True,606,393
2013-12-27-560,2013-12-27,SJI,3577281,27,35658,-0.18684149280429427,26.6867995262146,18.0,True,688,579
2013-12-27-561,2013-12-27,SJI,3577755,14,35685,0.014399107967319016,26.6867995262146,18.0,True,605,495
2013-12-27-562,2013-12-27,SJI,3577761,17,35699,-0.05702676939883414,26.6867995262146,18.0,True,526,506
2013-12-27-563,2013-12-27,SJI,3577761,22,35716,0.24353546472691465,26.6867995262146,18.0,False,517,643
2013-12-27-564,2013-12-27,SJI,3577779,15,35738,-0.17719048949368585,26.6867995262146,18.0,True,672,582
2013-12-27-565,2013-12-27,SJI,3577803,42,35753,0.10327374076115974,26.6867995262146,18.0,True,840,496
2013-12-27-566,2013-12-27,SJI,3577809,15,35795,-0.14743222471002634,26.6867995262146,18.0,True,525,632
2013-12-27-567,2013-12-27,SJI,3577809,12,35810,0.09716991370793378,26.6867995262146,18.0,True,541,720
2013-12-27-568,2013-12-27,SJI,3577809,20,35822,0.06904614059532244,26.6867995262146,18.0,True,937,397
2013-12-27-569,2013-12-27,SJI,3577809,14,35842,0.1178534852056604,26.6867995262146,18.0,True,1023,279
2013-12-27-570,2013-12-27,SJI,3577815,13,35856,-0.1674330182187523,26.6867995262146,18.0,True,668,315
2013-12-27-571,2013-12-27,SJI,3577815,13,35869,0.07349671853368228,26.6867995262146,18.0,True,804,214
2013-12-27-572,2013-12-27,SJI,3577815,31,35882,0.12823045182050188,26.6867995262146,18.0,True,883,718
2013-12-27-573,2013-12-27,SJI,3577821,30,35913,-0.010115679929915692,26.6867995262146,18.0,True,618,560
2013-12-27-574,2013-12-27,SJI,3577821,16,35943,0.07015923035954447,26.6867995262146,18.0,True,627,550
2013-12-27-575,2013-12-27,SJI,3577821,14,35959,0.2158957715428451,26.6867995262146,18.0,True,814,593
2013-12-27-576,2013-12-27,SJI,3577821,12,35973,-0.11446080380050076,26.6867995262146,18.0,True,818,629
2013-12-27-577,2013-12-27,SJI,3577821,16,35985,0.15982005378506522,26.6867995262146,18.0,True,824,583
2013-12-27-578,2013-12-27,SJI,3577821,18,36001,-0.1621242177298445,26.6867995262146,18.0,True,981,125
2013-12-27-579,2013-12-27,SJI,3577827,18,36019,-0.10371203760730749,26.6867995262146,18.0,True,376,630
2013-12-27-580,2013-12-27,SJI,3577827,33,36037,0.19379489329955774,26.6867995262146,18.0,True,536,725
2013-12-27-581,2013-12-27,SJI,3577827,13,36070,-0.13636726258590454,26.6867995262146,18.0,True,559,663
2013-12-27-582,2013-12-27,SJI,3577827,12,36083,-0.11586919416135227,26.6867995262146,18.0,True,595,689
2013-12-27-583,2013-12-27,SJI,3577827,13,36095,-0.018541723096556727,26.6867995262146,18.0,True,666,690
2013-12-27-584,2013-12-27,SJI,3577827,14,36108,-0.20144275546776963,26.6867995262146,18.0,True,791,315
2013-12-27-585,2013-12-27,SJI,3577827,13,36122,-0.04021176945768385,26.6867995262146,18.0,True,836,627
2013-12-27-586,2013-12-27,SJI,3577827,20,36135,0.12897025930108583,26.6867995262146,18.0,True,973,536
2013-12-27-587,2013-12-27,SJI,3577827,12,36155,0.09312361988976668,26.6867995262146,18.0,True,1009,643
2013-12-27-588,2013-12-27,SJI,3577833,13,36167,-0.13870145163725192,26.6867995262146,18.0,True,435,617
2013-12-27-589,2013-12-27,SJI,3577833,13,36180,0.16711844530230788,26.6867995262146,18.0,True,463,526
2013-12-27-590,2013-12-27,SJI,3577833,12,36193,-0.12727796448228074,26.6867995262146,18.0,True,541,437
2013-12-27-591,2013-12-27,SJI,3577833,20,36205,-0.30046455585814574,26.6867995262146,18.0,True,635,484
2013-12-27-592,2013-12-27,SJI,3577833,12,36225,0.11896491659403613,26.6867995262146,18.0,True,716,554
2013-12-27-593,2013-12-27,SJI,3577833,14,36237,0.20358287056859323,26.6867995262146,18.0,True,897,313
2013-12-27-594,2013-12-27,SJI,3577833,15,36251,-0.1496699330181763,26.6867995262146,18.0,True,923,217
2013-12-27-595,2013-12-27,SJI,3577833,16,36266,-0.3360447606520156,26.6867995262146,18.0,True,955,552
2013-12-27-596,2013-12-27,SJI,3577833,14,36282,0.15890818788131503,26.6867995262146,18.0,True,967,228
2013-12-27-597,2013-12-27,SJI,3577839,21,36296,-0.03264326034083646,26.6867995262146,18.0,True,435,599
2013-12-27-598,2013-12-27,SJI,3577839,29,36317,-0.10210336890529687,26.6867995262146,18.0,True,440,606
2013-12-27-599,2013-12-27,SJI,3577839,13,36346,0.0637168455396969,26.6867995262146,18.0,True,573,386
2013-12-27-600,2013-12-27,SJI,3577839,20,36359,-0.022669138118422683,26.6867995262146,18.0,True,615,482
2013-12-27-601,2013-12-27,SJI,3577839,16,36379,0.12460890708058428,26.6867995262146,18.0,True,709,328
2013-12-27-602,2013-12-27,SJI,3577839,14,36395,-0.1975593511510793,26.6867995262146,18.0,True,796,460
2013-12-27-603,2013-12-27,SJI,3577839,18,36409,-0.0753656294250203,26.6867995262146,18.0,True,912,384
2013-12-27-604,2013-12-27,SJI,3577839,16,36427,-0.3331654981647019,26.6867995262146,18.0,True,949,179
2013-12-27-605,2013-12-27,SJI,3577845,12,36443,-0.114781032071861,26.6867995262146,18.0,True,480,510
2013-12-27-606,2013-12-27,SJI,3577845,24,36455,-0.14610631850673958,26.6867995262146,18.0,True,680,559
2013-12-27-607,2013-12-27,SJI,3577845,16,36479,0.03839709195980615,26.6867995262146,18.0,True,692,534
2013-12-27-608,2013-12-27,SJI,3577845,23,36495,-0.1403215055181249,26.6867995262146,18.0,True,704,755
2013-12-27-609,2013-12-27,SJI,3577845,19,36518,-0.2426554421693515,26.6867995262146,18.0,True,897,486
2013-12-27-610,2013-12-27,SJI,3577851,14,36537,-0.13866562668980745,26.6867995262146,18.0,True,843,263
2013-12-27-611,2013-12-27,SJI,3577851,14,36551,-0.24628860548271198,26.6867995262146,18.0,True,874,804
2013-12-27-612,2013-12-27,SJI,3577851,16,36565,-0.28047768040189003,26.6867995262146,18.0,True,877,596
2013-12-27-613,2013-12-27,SJI,3577851,16,36581,-0.07770051787275825,26.6867995262146,18.0,True,903,296
2013-12-27-614,2013-12-27,SJI,3577851,12,36597,-0.3299420428073363,26.6867995262146,18.0,True,941,292
2013-12-27-615,2013-12-27,SJI,3577851,14,36609,-0.07520904841070014,26.6867995262146,18.0,True,948,372
2013-12-27-616,2013-12-27,SJI,3577851,12,36623,0.08332883989057181,26.6867995262146,18.0,True,957,754
2013-12-27-617,2013-12-27,SJI,3577851,13,36635,-0.14098418985283204,26.6867995262146,18.0,True,961,399
2013-12-27-618,2013-12-27,SJI,3577851,16,36648,-0.14223818348882578,26.6867995262146,18.0,True,1016,310
2013-12-27-619,2013-12-27,SJI,3577857,13,36664,-0.021108348333568058,26.6867995262146,18.0,True,972,501
2013-12-27-620,2013-12-27,SJI,3577857,19,36677,-0.24207291087734975,26.6867995262146,18.0,False,665,983
2013-12-27-621,2013-12-27,SJI,3577857,20,36696,-0.31272236657012453,26.6867995262146,18.0,True,1010,524
2013-12-27-622,2013-12-27,SJI,3577863,15,36716,-0.22651955812793703,26.6867995262146,18.0,True,1001,827
2013-12-27-623,2013-12-27,SJI,3577869,23,36731,0.045849936136368695,26.6867995262146,18.0,False,187,926
2013-12-27-624,2013-12-27,SJI,3577869,12,36754,-0.2401110124229213,26.6867995262146,18.0,True,1028,735
2013-12-27-625,2013-12-27,SJI,3577875,13,36766,0.04373326486103583,26.6867995262146,18.0,True,785,399
2013-12-27-626,2013-12-27,SJI,3577875,12,36779,-0.1459580361074931,26.6867995262146,18.0,True,1018,464
2013-12-27-627,2013-12-27,SJI,3577899,24,36791,0.05707740347799098,26.6867995262146,18.0,False,681,806
2013-12-27-628,2013-12-27,SJI,3577899,15,36815,-0.3178071249428659,26.6867995262146,18.0,False,787,951
2013-12-27-629,2013-12-27,SJI,3577917,13,36830,-0.16150599344714456,26.6867995262146,18.0,False,368,960
2013-12-27-630,2013-12-27,SJI,3577917,22,36843,-0.19304728004490845,26.6867995262146,18.0,False,87,1013
2013-12-27-631,2013-12-27,SJI,3578264,14,36865,-0.043322574610851844,26.6867995262146,18.0,True,421,547
2013-12-27-632,2013-12-27,SJI,3578264,14,36879,0.3013311317853362,26.6867995262146,18.0,True,996,516
2013-12-27-633,2013-12-27,SJI,3578276,23,36893,0.027558785051439025,26.6867995262146,18.0,True,695,272
2013-12-27-634,2013-12-27,SJI,3578276,12,36916,-0.011243499874428211,26.6867995262146,18.0,True,866,560
2013-12-27-635,2013-12-27,SJI,3578282,16,36928,-0.035823494432750694,26.6867995262146,18.0,True,490,487
2013-12-27-636,2013-12-27,SJI,3578282,13,36944,0.05109406610230441,26.6867995262146,18.0,True,655,510
2013-12-27-637,2013-12-27,SJI,3578282,12,36957,0.13629003162543085,26.6867995262146,18.0,True,963,513
2013-12-27-638,2013-12-27,SJI,3578282,17,36969,0.18000458198204836,26.6867995262146,18.0,True,977,135
2013-12-27-639,2013-12-27,SJI,3578288,12,36986,0.061619469715690336,26.6867995262146,18.0,True,493,426
2013-12-27-640,2013-12-27,SJI,3578288,19,36998,0.03923524254865399,26.6867995262146,18.0,True,858,555
2013-12-27-641,2013-12-27,SJI,3578288,19,37017,0.0009410114596340133,26.6867995262146,18.0,True,979,562
2013-12-27-642,2013-12-27,SJI,3578288,12,37036,-0.22264890798811138,26.6867995262146,18.0,True,982,257
2013-12-27-643,2013-12-27,SJI,3578288,15,37048,-0.33739288398442124,26.6867995262146,18.0,True,1022,216
2013-12-27-644,2013-12-27,SJI,3578294,16,37063,-0.2706115156304276,26.6867995262146,18.0,True,541,459
2013-12-27-645,2013-12-27,SJI,3578294,20,37079,-0.007562068175907048,26.6867995262146,18.0,True,590,464
2013-12-27-646,2013-12-27,SJI,3578294,12,37099,-0.29490936151308894,26.6867995262146,18.0,True,645,355
2013-12-27-647,2013-12-27,SJI,3578294,12,37111,-0.1681225730156359,26.6867995262146,18.0,True,727,499
2013-12-27-648,2013-12-27,SJI,3578294,13,37123,0.00861454337642069,26.6867995262146,18.0,True,777,419
2013-12-27-649,2013-12-27,SJI,3578294,12,37136,0.02184687133451234,26.6867995262146,18.0,True,880,515
2013-12-27-650,2013-12-27,SJI,3578294,12,37148,-0.30260177362895324,26.6867995262146,18.0,True,901,375
2013-12-27-651,2013-12-27,SJI,3578294,14,37160,-0.11600627916672458,26.6867995262146,18.0,True,1028,180
2013-12-27-652,2013-12-27,SJI,3578300,12,37174,-0.31597782317015954,26.6867995262146,18.0,True,841,261
2013-12-27-653,2013-12-27,SJI,3578300,13,37186,0.03106722289532777,26.6867995262146,18.0,True,975,341
2013-12-27-654,2013-12-27,SJI,3578300,13,37199,-0.34037183827891165,26.6867995262146,18.0,True,1033,419
2013-12-27-655,2013-12-27,SJI,3578306,16,37212,-0.24811962035176446,26.6867995262146,18.0,True,460,456
2013-12-27-656,2013-12-27,SJI,3578306,16,37228,-0.08085195145024997,26.6867995262146,18.0,True,483,469
2013-12-27-657,2013-12-27,SJI,3578306,14,37244,0.12515139077991064,26.6867995262146,18.0,True,853,221
2013-12-27-658,2013-12-27,SJI,3578306,13,37258,-0.06959546084422133,26.6867995262146,18.0,True,924,512
2013-12-27-659,2013-12-27,SJI,3578306,13,37271,-0.11495331933911147,26.6867995262146,18.0,False,418,1007
2013-12-27-660,2013-12-27,SJI,3578306,12,37284,0.16023485143185143,26.6867995262146,18.0,True,1015,564
2013-12-27-661,2013-12-27,SJI,3578306,13,37296,0.17247271564737213,26.6867995262146,18.0,False,108,1039
2013-12-27-662,2013-12-27,SJI,3578756,13,37309,0.03304109365111935,26.6867995262146,18.0,True,582,712
2013-12-27-663,2013-12-27,SJI,3578774,14,37322,0.017895538163203804,26.6867995262146,18.0,True,702,554
2013-12-27-664,2013-12-27,SJI,3578780,29,37336,-0.033350306743852705,26.6867995262146,18.0,True,465,648
2013-12-27-665,2013-12-27,SJI,3578822,14,37365,-0.10600866155321706,26.6867995262146,18.0,True,449,582
2013-12-27-666,2013-12-27,SJI,3578822,54,37379,0.02819343573379545,26.6867995262146,18.0,False,481,644
2014-04-16-1,2014-04-16,SJI,5141566,18,37433,0.08571635971751332,26.6867995262146,18.0,True,411,689
2014-04-16-2,2014-04-16,SJI,5141566,17,37451,0.07186062674857356,26.6867995262146,18.0,True,690,789
2014-04-16-3,2014-04-16,SJI,5141578,50,37468,0.013163961292817177,26.6867995262146,18.0,True,694,699
2014-04-16-4,2014-04-16,SJI,5141590,13,37518,0.30545108735507503,26.6867995262146,18.0,True,819,721
2014-04-16-5,2014-04-16,SJI,5141632,14,37531,0.15991581163929758,26.6867995262146,18.0,False,824,332
2014-04-16-6,2014-04-16,SJI,5141638,13,37545,0.2612878566380083,26.6867995262146,18.0,False,809,589
2014-04-16-7,2014-04-16,SJI,5141638,17,37558,0.31080844313194156,26.6867995262146,18.0,False,768,671
2014-04-16-8,2014-04-16,SJI,5141644,12,37575,0.32463877435477295,26.6867995262146,18.0,False,390,734
2014-04-16-9,2014-04-16,SJI,5141650,12,37587,0.2768995664967221,26.6867995262146,18.0,False,827,235
2014-04-16-10,2014-04-16,SJI,5141650,13,37599,0.09809147335336839,26.6867995262146,18.0,False,825,794
2014-04-16-11,2014-04-16,SJI,5141656,28,37612,0.11066948116521597,26.6867995262146,18.0,False,353,675
2014-04-16-12,2014-04-16,SJI,5141716,12,37640,-0.03740137452736132,26.6867995262146,18.0,True,553,632
2014-04-16-13,2014-04-16,SJI,5142640,15,37652,0.25548847245129147,26.6867995262146,18.0,False,389,701
2014-04-16-14,2014-04-16,SJI,5142652,12,37667,0.055522143565725476,26.6867995262146,18.0,True,437,700
2014-04-16-15,2014-04-16,SJI,5142658,14,37679,-0.011295850253125852,26.6867995262146,18.0,True,673,420
2014-04-16-16,2014-04-16,SJI,5142658,12,37693,0.15671448388550155,26.6867995262146,18.0,False,671,700
2014-04-16-17,2014-04-16,SJI,5142658,13,37705,-0.22812423980795038,26.6867995262146,18.0,True,752,204
2014-04-16-18,2014-04-16,SJI,5142658,12,37718,0.18757663390227355,26.6867995262146,18.0,False,317,814
2014-04-16-19,2014-04-16,SJI,5142664,14,37730,0.16881584928950427,26.6867995262146,18.0,False,505,738
2014-04-16-20,2014-04-16,SJI,5142664,12,37744,0.1067303337032167,26.6867995262146,18.0,False,662,766
2014-04-16-21,2014-04-16,SJI,5142670,12,37756,-0.2007421781281836,26.6867995262146,18.0,False,823,416
2014-04-16-22,2014-04-16,SJI,5142670,13,37768,0.0690276515506598,26.6867995262146,18.0,False,582,601
