dataset,fsn,saa,azimuth,length,width,num_pixels,charge
2016-01-02,20043641,True,18.528,32.578,3.915,64,103263.914
2016-01-02,20043641,True,23.615,23.048,3.181,42,81039.492
2016-01-02,20043641,True,24.163,17.762,2.866,34,60194.496
2016-01-02,20043641,True,18.327,14.846,2.235,27,54273.500
2016-01-02,20043641,True,45.047,45.090,2.157,77,128065.906
2016-01-02,20043641,True,93.613,13.527,2.339,29,107633.578
2016-01-02,20043641,True,61.918,16.506,7.402,41,127163.836
2016-01-02,20043641,True,12.498,19.773,2.632,36,81121.836
2016-01-02,20043641,True,52.728,12.746,4.259,31,60994.914
2016-01-02,20043641,True,19.587,24.682,2.113,44,123487.578
2016-01-02,20043641,True,30.003,21.001,4.772,40,58184.664
2016-01-02,20043641,True,31.326,34.590,3.887,58,154862.328
2016-01-02,20043641,True,19.594,15.014,1.104,19,27015.498
2016-01-02,20043641,True,111.893,15.181,3.190,31,24758.836
2016-01-02,20043641,True,36.318,19.584,1.386,29,34530.414
2016-01-02,20043641,True,7.730,15.928,1.536,29,56353.914
2016-01-02,20043641,True,21.165,40.436,6.614,64,177498.672
2016-01-02,20043641,True,18.164,16.063,6.703,36,49941.836
2016-01-02,20043641,True,28.058,14.875,1.367,22,45222.250
2016-01-02,20043641,True,3.898,22.834,7.133,48,98512.172
2016-01-02,20043641,True,53.407,8.475,5.035,37,161263.094
2016-01-02,20043641,True,9.631,13.486,2.011,21,27663.252
2016-01-02,20043641,True,109.805,23.281,1.590,40,313502.250
2016-01-02,20043641,True,18.714,14.025,1.553,20,57959.422
2016-01-02,20043641,True,19.645,44.032,3.638,65,142654.922
2016-01-02,20043641,True,46.916,33.334,3.012,68,171155.672
2016-01-02,20043641,True,29.839,19.874,2.263,34,57707.250
2016-01-02,20043641,True,23.108,26.177,3.201,51,240187.406
2016-01-02,20043641,True,23.803,36.428,3.332,56,110280.328
2016-01-02,20043641,True,18.814,16.172,3.997,30,59815.922
2016-01-02,20043641,True,42.268,31.031,3.728,59,105367.484
2016-01-02,20043641,True,41.468,22.837,4.527,41,88707.672
2016-01-02,20043641,True,42.409,18.458,4.987,39,71584.008
2016-01-02,20043641,True,18.799,12.973,8.391,38,60563.332
2016-01-02,20043641,True,38.248,38.695,5.626,81,186868.078
2016-01-02,20043641,True,21.941,16.106,6.934,33,62408.168
2016-01-02,20043641,True,30.581,15.572,4.370,29,41695.668
2016-01-02,20043641,True,34.599,26.123,3.258,79,412833.500
2016-01-02,20043641,True,57.806,31.884,2.941,57,181161.062
2016-01-02,20043641,True,26.525,18.866,5.616,46,107381.414
2016-01-02,20043641,True,64.905,22.255,4.280,51,132040.078
2016-01-02,20043641,True,23.704,21.491,4.385,55,149447.500
2016-01-02,20043641,True,29.964,17.471,2.571,35,94604.000
2016-01-02,20043641,True,42.656,59.032,7.949,113,375958.000
2016-01-02,20043641,True,43.403,116.561,3.170,165,277829.156
2016-01-02,20043641,True,28.816,24.035,1.310,36,59676.414
2016-01-02,20043641,True,18.660,15.554,2.228,26,36384.086
2016-01-02,20043641,True,52.993,25.670,2.152,51,208651.922
2016-01-02,20043641,True,113.117,30.763,3.412,47,60099.086
2016-01-02,20043641,True,4.602,11.583,3.197,23,33556.418
2016-01-02,20043641,True,17.731,17.277,5.865,49,93228.672
2016-01-02,20043641,True,168.675,15.517,9.780,53,118027.172
2016-01-02,20043641,True,30.700,14.421,1.354,24,37440.668
2016-01-02,20043641,True,24.350,55.295,3.928,103,152962.828
2016-01-02,20043641,True,29.554,11.783,2.492,29,94057.094
2016-01-02,20043641,True,17.018,14.652,3.351,37,188229.250
2016-01-02,20043641,True,14.602,21.496,3.679,34,79687.422
2016-01-02,20043641,True,40.384,16.672,1.336,23,15481.584
2016-01-02,20043641,True,20.529,12.105,2.088,19,27115.668
2016-01-02,20043641,True,163.936,23.550,4.892,41,69345.500
2016-01-02,20043641,True,25.015,17.764,3.076,33,63899.918
2016-01-02,20043641,True,3.014,11.694,1.899,24,57908.250
2016-01-02,20043644,True,34.690,132.321,3.379,208,614526.750
2016-01-02,20043644,True,37.346,14.963,3.541,28,42868.414
2016-01-02,20043644,True,66.957,23.875,5.036,33,50869.746
2016-01-02,20043644,True,25.794,19.722,2.147,31,38631.336
2016-01-02,20043644,True,9.249,14.009,1.507,27,105237.828
2016-01-02,20043644,True,19.548,13.932,3.523,29,65932.172
2016-01-02,20043644,True,28.718,28.171,3.504,45,91648.844
2016-01-02,20043644,True,31.313,19.592,4.938,41,70785.250
2016-01-02,20043644,True,1.668,17.311,1.718,28,64161.500
2016-01-02,20043644,True,27.047,23.925,2.927,45,81323.836
2016-01-02,20043644,True,43.797,60.997,2.250,99,198441.062
2016-01-02,20043644,True,34.012,49.153,3.117,98,197097.250
2016-01-02,20043644,True,166.430,21.769,5.495,40,89467.500
2016-01-02,20043644,True,40.286,24.149,4.135,67,235454.062
2016-01-02,20043644,True,33.775,43.318,3.250,62,115541.750
2016-01-02,20043644,True,29.298,14.958,1.283,25,47091.754
2016-01-02,20043644,True,23.884,90.296,7.518,167,263248.594
2016-01-02,20043644,True,37.566,18.589,5.675,52,64428.578
2016-01-02,20043644,True,29.562,35.005,2.142,62,272562.344
2016-01-02,20043644,True,24.029,13.300,3.918,31,51851.586
2016-01-02,20043644,True,40.653,47.599,2.062,56,113959.594
2016-01-02,20043644,True,31.099,12.788,3.264,29,92233.000
2016-01-02,20043644,True,22.123,12.376,4.501,32,96637.594
2016-01-02,20043644,True,22.002,19.661,2.676,24,31298.914
2016-01-02,20043644,True,39.439,15.172,2.796,21,36507.246
2016-01-02,20043644,True,53.957,18.627,3.234,30,55036.086
2016-01-02,20043644,True,17.404,14.786,3.946,30,44935.832
2016-01-02,20043644,True,23.550,16.784,2.579,33,127750.758
2016-01-02,20043644,True,81.221,16.302,1.391,29,232573.844
2016-01-02,20043644,True,23.219,54.560,3.569,107,302147.500
2016-01-02,20043644,True,56.593,11.997,6.832,45,105130.078
2016-01-02,20043644,True,28.336,17.437,1.491,24,57498.082
2016-01-02,20043644,True,37.137,21.552,2.169,36,161786.156
2016-01-02,20043644,True,25.617,11.838,3.972,32,54667.582
2016-01-02,20043644,True,30.872,37.626,5.794,82,359665.344
2016-01-02,20043644,True,33.463,16.225,2.386,25,37044.336
2016-01-02,20043644,True,29.640,12.417,1.569,28,127996.922
2016-01-02,20043644,True,179.458,37.105,4.722,41,48324.914
2016-01-02,20043644,True,29.728,48.589,1.211,50,44948.500
2016-01-02,20043644,True,33.117,14.357,2.215,38,361432.938
2016-01-02,20043644,True,30.838,13.520,4.905,23,32516.162
2016-01-02,20043644,True,45.141,25.652,2.712,56,245740.500
2016-01-02,20043644,True,33.215,16.722,1.168,19,28938.332
2016-01-02,20043644,True,20.284,20.695,4.104,36,44890.918
2016-01-02,20043644,True,11.475,46.164,2.231,81,326352.406
2016-01-02,20043644,True,8.853,12.728,4.583,38,61292.332
2016-01-02,20043644,True,39.848,36.800,1.550,72,594803.875
2016-01-02,20043644,True,13.848,17.465,3.863,50,79183.750
2016-01-02,20043644,True,20.216,14.211,1.320,24,36857.250
2016-01-02,20043644,True,36.199,26.709,1.983,34,63925.492
2016-01-02,20043644,True,18.689,17.326,1.328,29,42763.496
2016-01-02,20043644,True,125.023,25.517,3.083,54,213667.344
2016-01-02,20043644,True,25.149,14.586,6.415,36,36057.086
2016-01-02,20043644,True,6.201,30.242,4.725,63,151676.172
2016-01-02,20043644,True,20.633,21.694,2.419,42,99165.078
2016-01-02,20043644,True,26.221,11.176,2.280,28,89739.500
2016-01-02,20043644,True,36.352,22.161,7.351,51,116515.570
2016-01-02,20043644,True,29.863,28.719,1.906,37,66421.172
2016-01-02,20043644,True,24.570,14.355,2.202,23,40239.668
2016-01-02,20043644,True,7.434,21.108,6.260,58,116770.328
2016-01-02,20043644,True,38.568,13.552,8.379,49,120777.000
2016-01-02,20043644,True,28.281,51.276,4.302,81,137860.172
2016-01-02,20043644,True,178.544,9.803,2.998,20,49877.836
2016-01-02,20043644,True,17.728,16.219,4.811,42,133160.250
2016-01-02,20043644,True,13.737,20.732,1.404,35,174627.250
2016-01-02,20043644,True,38.070,19.924,7.845,51,117373.406
2016-01-02,20043644,True,45.480,16.629,1.501,27,45957.418
2016-01-02,20043644,True,51.327,29.321,6.606,77,185778.766
2016-01-02,20043644,True,3.051,14.531,2.738,21,34007.414
2016-01-02,20043644,True,36.817,13.955,1.224,18,33683.586
2016-01-02,20043644,True,1.411,14.507,1.086,20,70370.914
2016-01-02,20043644,True,118.232,14.198,5.827,35,78746.172
2016-01-02,20043644,True,167.514,18.770,4.433,36,105775.672
2016-01-02,20043644,True,41.111,11.594,4.838,32,87355.500
2016-01-02,20043644,True,40.546,15.439,3.672,34,115886.508
2016-01-02,20043644,True,41.487,16.969,5.047,34,41973.582
2016-01-02,20043644,True,17.970,27.329,3.094,35,36413.086
2016-01-02,20043644,True,179.259,14.737,1.725,23,28058.086
2016-01-02,20043644,True,27.926,15.626,1.360,25,39945.750
2016-01-02,20043644,True,24.491,10.993,5.757,23,21169.086
2016-01-02,20043644,True,35.525,19.425,1.308,30,61605.750
2016-01-02,20043644,True,15.442,16.534,3.700,33,99922.992
2016-01-02,20043644,True,8.104,11.175,6.936,31,73474.914
2016-01-02,20043644,True,24.842,15.764,1.940,21,21635.084
2016-01-02,20043644,True,26.069,18.046,2.567,30,46220.336
2016-01-02,20043644,True,33.854,43.201,4.077,108,627807.438
2016-01-02,20043644,True,24.535,14.224,3.512,25,20160.332
2016-01-02,20043644,True,43.620,18.510,7.044,58,123353.266
2016-01-02,20043644,True,45.612,44.745,2.396,87,433080.500
2016-01-02,20043644,True,4.770,25.184,3.529,44,131594.656
2016-01-02,20043644,True,88.613,11.477,0.858,18,47617.664
2016-01-02,20043644,True,11.974,12.419,1.442,31,238643.484
2016-01-02,20043644,True,76.276,13.743,3.757,25,44314.414
2016-01-02,20043644,True,11.735,10.956,5.022,35,90044.500
2016-01-02,20043644,True,44.864,12.106,3.842,35,143676.672
2016-01-02,20043644,True,31.510,23.790,1.615,36,38402.500
2016-01-02,20043644,True,21.188,22.237,8.474,63,95668.328
2016-01-02,20043644,True,29.154,13.128,1.266,23,39528.086
2016-01-02,20043644,True,20.292,85.453,3.871,177,641867.375
2016-01-02,20043644,True,25.625,14.445,3.776,43,155345.188
2016-01-02,20043644,True,36.655,16.513,1.207,24,52100.918
2016-01-02,20043644,True,17.621,15.990,2.235,28,47495.164
2016-01-02,20043644,True,36.060,13.345,4.258,36,96900.828
2016-01-02,20043644,True,28.728,15.891,4.847,63,281645.250
2016-01-02,20043644,True,34.498,19.780,3.819,67,385659.500
2016-01-02,20043644,True,35.869,16.933,1.325,25,36142.500
2016-01-02,20043644,True,49.265,19.607,3.132,28,39232.418
2016-01-02,20043644,True,96.836,16.658,2.384,39,126647.930
2016-01-02,20043644,True,8.925,11.180,2.765,30,138636.656
2016-01-02,20043644,True,55.519,21.852,1.979,33,87273.672
2016-01-02,20043644,True,19.946,19.632,3.389,38,35490.586
2016-01-02,20043644,True,44.897,18.810,2.660,31,102588.328
2016-01-02,20043644,True,40.488,22.362,1.613,31,26570.164
2016-01-02,20043644,True,34.280,128.919,3.655,254,514077.438
2016-01-02,20043644,True,31.369,38.897,2.449,66,151668.328
2016-01-02,20043644,True,175.034,16.114,4.535,27,33216.500
2016-01-02,20043644,True,16.051,10.032,3.059,30,165316.516
2016-01-02,20043644,True,38.158,36.783,2.216,81,320414.188
2016-01-02,20043644,True,10.740,10.497,3.780,28,36798.172
2016-01-02,20043644,True,126.232,16.537,1.306,24,14954.750
2016-01-02,20043644,True,17.595,11.296,2.749,22,76268.164
2016-01-02,20043644,True,37.398,25.354,2.793,51,149873.500
2016-01-02,20043644,True,44.695,14.880,3.709,44,124075.000
2016-01-02,20043644,True,33.345,22.645,1.396,28,50472.414
2016-01-02,20043644,True,74.319,12.074,4.866,25,30714.664
2016-01-02,20043644,True,17.842,12.382,2.177,32,184448.250
2016-01-02,20043644,True,40.301,19.160,2.086,33,84891.164
2016-01-02,20043644,True,22.341,44.276,3.334,90,188644.750
2016-01-02,20043644,True,110.196,13.946,7.928,53,237033.156
2016-01-02,20043644,True,42.335,43.571,6.104,103,223082.016
2016-01-02,20043644,True,9.336,11.946,1.810,25,73162.750
2016-01-02,20043644,True,13.742,11.904,1.810,23,35963.250
2016-01-02,20043644,True,22.499,14.062,3.130,26,34496.836
2016-01-02,20043644,True,59.879,17.450,4.435,30,50856.000
2016-01-02,20043644,True,22.780,23.249,4.863,69,177553.891
2016-01-02,20043644,True,33.559,14.793,9.054,54,135376.594
2016-01-02,20043644,True,3.847,14.869,1.404,20,54743.414
2016-01-02,20043647,True,24.850,30.552,3.911,49,74618.242
2016-01-02,20043647,True,51.489,37.939,6.846,80,132212.672
2016-01-02,20043647,True,32.156,14.063,1.323,22,45915.336
2016-01-02,20043647,True,35.253,21.558,3.473,47,185304.250
2016-01-02,20043647,True,14.610,13.030,1.346,25,266895.188
2016-01-02,20043647,True,41.768,15.686,3.594,33,79124.586
2016-01-02,20043647,True,31.263,11.743,4.561,28,74695.250
2016-01-02,20043647,True,26.300,17.888,4.595,35,88178.750
2016-01-02,20043647,True,19.877,19.884,3.129,32,119349.828
2016-01-02,20043647,True,52.860,19.768,5.069,43,129147.656
2016-01-02,20043647,True,36.304,34.884,2.156,50,63248.078
2016-01-02,20043647,True,44.660,15.228,1.232,26,61189.672
2016-01-02,20043647,True,22.356,71.872,2.793,100,196998.906
2016-01-02,20043647,True,22.986,14.087,2.849,26,90100.672
2016-01-02,20043647,True,47.592,12.094,4.926,34,73719.000
2016-01-02,20043647,True,25.371,16.290,4.615,42,95503.672
2016-01-02,20043647,True,25.461,12.948,1.961,19,17612.000
