name,width_depleted,orientation,critical_depth,width_max,offset,tilt,gain,critical_depth_min,critical_depth_max,width_max_min,width_max_max,width_depleted_preferred
2018may-426,0.75,1,0.500,2.50,-0.350,0.0300,16.847,0.400,0.500,2.50,3.00,0.25
2018may-427,0.75,1,0.950,2.50,0.350,-0.0150,9.563,0.500,1.000,2.50,4.00,2.00
2018may-428,0.75,-1,0.050,6.50,0.550,-0.0150,8.183,0.000,0.100,0.00,10.00,0.25
2018may-429,0.75,1,0.350,0.50,0.250,-0.0300,6.944,0.300,0.900,0.00,6.50,0.00
2018may-430,0.75,-1,0.200,3.50,-0.450,-0.0300,8.157,0.150,0.200,3.50,4.00,0.50
2018may-431,0.75,1,0.350,9.50,-0.050,-0.0300,21.532,0.350,0.350,9.00,9.50,0.75
2018may-432,0.75,-1,0.250,0.00,0.450,0.0000,3.501,0.000,0.750,0.00,10.00,0.25
2018may-433,0.75,-1,0.250,10.00,-0.550,0.0300,9.359,0.250,0.250,9.50,10.00,0.00
2018may-434,0.75,-1,0.300,1.00,0.350,-0.0300,4.108,0.200,0.700,0.00,3.00,0.50
2018may-435,0.75,1,0.750,3.00,0.000,0.0000,20.377,0.600,0.750,3.00,3.50,2.25
2018may-436,0.75,-1,0.400,1.00,-0.300,-0.0300,1.873,0.050,0.550,0.00,1.50,1.00
2018may-437,0.75,-1,0.700,4.50,-0.400,0.0300,10.041,0.650,0.950,4.50,10.00,0.00
2018may-438,0.75,1,0.050,5.00,0.550,0.0000,8.992,0.050,0.250,3.50,5.50,0.50
2018may-439,0.75,-1,0.150,5.50,-0.500,-0.0300,1.470,0.000,0.200,0.00,10.00,0.25
2018may-440,0.75,1,0.400,7.50,0.600,0.0150,7.362,0.350,0.650,5.00,8.00,1.00
2018may-441,0.75,1,1.000,1.00,-0.200,0.0000,2.811,0.350,1.000,1.00,3.50,0.00
2018may-442,0.75,1,0.800,2.00,0.000,0.0300,14.089,0.800,0.850,2.00,2.00,0.50
2018may-443,0.75,1,0.150,3.50,0.250,0.0300,4.333,0.050,0.150,2.50,10.00,0.25
2018may-444,0.75,1,0.450,8.00,-0.600,-0.0300,18.488,0.450,0.700,6.50,8.50,3.00
2018may-445,0.75,1,0.400,9.50,0.600,0.0150,21.772,0.400,0.400,9.50,10.00,0.75
2018may-446,0.75,-1,0.050,9.50,-0.350,0.0300,13.915,0.050,0.200,4.50,10.00,0.75
2018may-447,0.75,1,0.200,6.50,0.400,0.0300,31.034,0.200,0.250,6.50,7.00,0.00
2018may-448,0.75,-1,0.100,2.50,-0.300,0.0300,-2.300,0.000,0.850,0.00,10.00,0.25
2018may-449,0.75,-1,0.750,3.00,-0.500,0.0300,9.492,0.250,0.800,3.00,3.50,0.50
2018may-450,0.75,1,0.100,1.00,-0.250,0.0300,9.028,0.050,0.500,0.50,2.00,0.00
2018may-451,0.75,1,0.350,10.00,-0.300,0.0000,21.319,0.350,0.350,9.50,10.00,1.25
2018may-452,0.75,1,0.850,6.50,-0.400,0.0150,13.027,0.850,0.850,6.00,6.50,1.75
2018may-453,0.75,1,0.750,4.50,0.150,-0.0150,-3.837,0.750,0.750,4.00,4.50,0.00
2018may-454,0.75,-1,0.200,1.50,0.500,0.0300,0.856,0.000,0.750,0.00,10.00,0.00
2018may-455,0.75,-1,0.550,3.50,0.150,-0.0300,27.613,0.550,0.600,3.00,4.00,1.75
2018may-456,0.75,-1,0.000,0.00,-0.250,-0.0150,7.307,0.000,0.950,0.00,10.00,0.25
2018may-457,0.75,-1,0.800,2.50,-0.100,-0.0150,12.594,0.100,0.800,0.50,2.50,1.25
2018may-458,0.75,1,0.750,3.50,0.200,0.0300,11.483,0.650,0.800,3.50,3.50,2.00
2018may-459,0.75,1,0.250,5.00,-0.150,-0.0150,10.652,0.150,0.250,4.50,7.00,0.00
2018may-460,0.75,-1,0.150,8.50,0.350,-0.0300,20.542,0.150,0.150,7.50,10.00,0.75
2018may-461,0.75,1,0.850,0.50,0.350,0.0300,9.102,0.500,1.000,0.00,0.50,0.75
2018may-462,0.75,-1,0.200,3.00,-0.600,0.0000,10.454,0.200,0.200,3.00,3.00,0.00
2018may-463,0.75,-1,0.550,2.00,-0.500,-0.0300,7.751,0.500,0.750,1.50,2.00,0.00
2018may-464,0.75,-1,0.350,3.50,-0.450,0.0000,7.499,0.050,1.000,1.00,6.00,0.50
2018may-465,0.75,-1,0.900,2.50,-0.300,-0.0300,12.257,0.350,1.000,1.50,3.00,2.75
2018may-466,0.75,1,0.200,6.00,0.150,0.0300,9.421,0.150,0.200,6.00,7.50,0.00
2018may-467,0.75,1,0.350,2.50,0.400,-0.0150,7.847,0.250,0.900,2.00,3.00,1.75
2018may-468,0.75,-1,0.300,4.50,-0.600,0.0300,5.094,0.300,0.300,4.50,4.50,0.00
2018may-469,0.75,1,0.200,2.50,0.000,-0.0300,8.570,0.050,0.200,2.00,4.00,0.75
2018may-470,0.75,-1,0.500,5.50,-0.450,-0.0300,19.884,0.450,0.500,5.50,6.50,0.00
2018may-471,0.75,1,0.350,8.00,0.600,0.0150,10.491,0.300,0.350,8.00,8.50,0.00
2018may-472,0.75,-1,0.450,6.00,-0.600,-0.0150,16.552,0.400,0.600,5.50,7.00,1.50
2018may-473,0.75,-1,0.850,6.00,0.600,-0.0300,15.401,0.850,0.850,5.50,6.00,0.00
2018may-474,0.75,1,0.350,3.00,0.100,0.0000,30.250,0.350,0.400,3.00,4.00,0.75
2018may-475,0.75,1,0.450,0.00,0.450,-0.0300,-7.066,0.200,1.000,0.00,1.00,0.00
2018may-476,0.75,1,0.400,4.50,0.050,-0.0150,11.083,0.400,0.600,4.50,6.00,1.75
2018may-477,0.75,-1,0.650,5.50,-0.500,-0.0300,26.915,0.550,0.650,5.50,6.00,3.00
2018may-478,0.75,-1,0.250,9.50,0.450,0.0300,-6.873,0.250,0.250,8.50,10.00,0.00
2018may-479,0.75,1,1.000,1.50,0.500,-0.0300,4.562,0.350,1.000,0.00,3.00,1.25
2018may-480,0.75,-1,0.550,1.50,0.550,-0.0300,4.501,0.550,1.000,1.00,1.50,1.00
2018may-481,0.75,1,0.400,7.50,-0.250,0.0300,16.561,0.400,0.400,7.50,8.00,0.00
2018may-482,0.75,-1,0.200,5.00,-0.150,0.0150,13.189,0.200,0.200,4.50,5.00,1.25
2018may-483,0.75,1,0.800,2.50,0.000,-0.0150,21.338,0.600,0.800,2.50,3.00,1.25
2018may-484,0.75,1,0.500,5.50,-0.200,0.0150,3.681,0.500,0.600,0.00,5.50,0.00
2018may-485,0.75,-1,0.400,4.50,0.300,-0.0300,21.535,0.000,0.550,0.00,10.00,1.00
2018may-486,0.75,-1,0.100,2.00,0.100,0.0300,11.367,0.050,0.400,1.00,10.00,0.50
2018may-487,0.75,1,0.650,7.50,-0.350,0.0150,11.622,0.600,0.650,7.00,7.50,0.50
2018may-488,0.75,1,0.450,6.00,-0.250,0.0300,24.278,0.450,0.450,5.50,6.00,1.00
2018may-489,0.75,-1,0.450,10.00,-0.200,0.0000,8.061,0.450,0.850,0.00,10.00,1.00
2018may-490,0.75,1,0.850,3.50,-0.300,0.0300,5.023,0.850,0.950,1.00,5.50,0.00
2018may-491,0.75,-1,0.600,2.50,-0.150,-0.0150,1.155,0.050,0.800,1.50,2.50,0.00
2018may-492,0.75,1,0.150,0.00,0.400,0.0300,7.237,0.000,0.400,0.00,10.00,0.75
2018may-493,0.75,-1,0.400,3.00,-0.200,0.0000,10.652,0.400,0.550,2.50,3.00,0.75
2018may-494,0.75,-1,0.200,1.00,-0.250,0.0300,5.283,0.000,0.300,0.00,10.00,0.50
2018may-495,0.75,1,0.100,8.50,-0.450,0.0150,5.098,0.050,0.100,5.50,10.00,0.00
2018may-496,0.75,1,0.400,4.00,-0.050,-0.0150,11.547,0.350,0.400,4.00,4.00,1.75
2018may-497,0.75,-1,1.000,4.00,-0.250,0.0300,16.871,0.950,1.000,4.00,4.00,3.00
2018may-498,0.75,1,0.700,1.00,-0.600,-0.0300,7.238,0.600,0.900,0.00,6.50,1.00
2018may-499,0.75,1,0.000,0.00,0.200,-0.0150,5.552,0.000,0.200,0.00,10.00,0.00
2018may-500,0.75,-1,0.500,6.50,0.050,-0.0300,29.133,0.500,0.500,6.00,6.50,0.00
2018may-501,0.75,-1,0.900,7.00,0.450,0.0300,17.704,0.900,0.900,7.00,7.00,1.50
2018may-502,0.75,-1,0.250,8.00,0.250,-0.0300,6.511,0.200,0.300,6.00,9.50,1.75
2018may-503,0.75,1,0.350,1.00,0.500,0.0300,3.061,0.300,0.750,0.00,4.50,0.00
2018may-504,0.75,1,1.000,1.00,0.100,-0.0300,18.605,0.850,1.000,1.00,1.00,0.75
2018may-505,0.75,-1,0.800,3.50,0.050,0.0300,44.002,0.800,0.800,3.50,3.50,1.50
2018may-506,0.75,1,0.300,2.00,0.050,0.0000,13.714,0.200,0.350,2.00,2.50,0.25
2018may-507,0.75,-1,1.000,6.50,-0.600,0.0300,14.099,0.900,1.000,3.00,6.50,2.75
2018may-508,0.75,1,0.400,3.00,0.200,0.0000,29.719,0.350,0.400,3.00,3.50,0.50
2018may-509,0.75,-1,0.450,6.00,0.250,-0.0300,18.604,0.350,0.450,5.50,7.50,2.25
2018may-510,0.75,1,0.450,5.00,0.050,-0.0150,46.081,0.450,0.450,5.00,5.00,2.25
2018may-511,0.75,1,0.450,8.00,0.100,-0.0300,18.385,0.250,0.450,6.50,8.00,0.00
2018may-512,0.75,-1,0.300,5.50,-0.150,-0.0300,44.429,0.250,0.300,5.00,6.00,1.00
2018may-513,0.75,1,0.450,6.50,0.000,-0.0300,35.344,0.450,0.600,5.50,6.50,1.25
2018may-514,0.75,-1,0.150,9.00,0.200,0.0000,36.961,0.150,0.150,9.00,9.50,1.50
2018may-515,0.75,1,0.200,4.00,0.000,0.0150,22.008,0.200,0.200,3.50,4.00,1.75
2018may-516,0.75,-1,0.400,4.50,0.050,0.0000,48.788,0.400,0.400,4.50,4.50,1.25
2018may-517,0.75,1,0.350,9.00,0.450,0.0150,24.367,0.350,0.350,8.00,10.00,0.00
2018may-518,0.75,1,0.400,5.50,0.000,0.0000,27.838,0.350,0.400,5.00,6.00,0.75
2018may-519,0.75,-1,0.350,8.00,-0.250,0.0300,19.358,0.300,0.750,3.00,10.00,1.25
2018may-520,0.75,1,0.700,5.50,-0.050,0.0000,60.009,0.700,0.700,5.50,5.50,2.50
2018may-521,0.75,-1,0.200,4.50,-0.150,-0.0300,8.133,0.200,1.000,1.50,5.00,0.25
2018may-522,0.75,-1,0.700,4.00,0.350,-0.0300,2.198,0.500,0.850,3.50,4.50,0.00
2018may-523,0.75,-1,0.500,0.50,0.550,0.0300,13.149,0.000,0.550,0.00,10.00,0.50
2018may-524,0.75,-1,0.800,4.00,-0.150,-0.0150,20.811,0.800,0.850,4.00,4.00,3.00
2018may-525,0.75,1,0.250,9.00,-0.050,0.0300,21.915,0.250,0.250,9.00,9.00,2.00
2018may-526,0.75,1,0.550,3.00,-0.050,-0.0150,29.533,0.550,0.650,1.50,3.00,0.00
2018may-527,0.75,1,0.650,3.50,-0.150,0.0300,19.593,0.600,0.750,3.00,4.00,2.00
2018may-528,0.75,-1,0.150,7.00,-0.350,-0.0300,17.032,0.150,0.150,6.50,7.50,1.00
2018may-529,0.75,-1,0.050,3.00,0.450,0.0000,13.072,0.050,0.100,2.50,6.50,0.00
2018may-530,0.75,1,0.300,5.50,-0.050,-0.0300,43.736,0.300,0.300,5.00,5.50,1.00
2018may-531,0.75,-1,0.600,4.50,0.300,0.0300,14.927,0.250,0.600,3.00,6.00,1.50
2018may-532,0.75,1,0.150,1.50,0.100,0.0300,10.474,0.150,0.850,1.00,3.50,3.00
2018may-533,0.75,1,0.200,1.00,-0.400,0.0300,9.970,0.150,0.450,0.50,1.00,1.00
2018may-534,0.75,-1,0.200,6.00,-0.100,-0.0300,34.652,0.200,0.550,1.00,6.00,1.25
2018may-535,0.75,1,0.450,5.50,-0.050,-0.0300,23.512,0.450,0.450,5.00,5.50,1.00
2018may-536,0.75,1,0.500,4.00,0.000,0.0000,42.091,0.300,0.500,3.00,4.00,1.25
2018may-537,0.75,1,0.150,7.50,-0.200,-0.0300,8.698,0.150,0.150,7.50,7.50,0.50
2018may-538,0.75,1,0.150,4.00,0.100,0.0000,18.877,0.150,0.600,1.50,4.00,1.75
2018may-539,0.75,1,0.450,7.00,-0.550,0.0000,32.963,0.450,0.450,7.00,8.00,1.00
2018may-540,0.75,-1,0.850,1.00,-0.200,-0.0300,17.764,0.750,0.850,1.00,1.00,0.25
2018may-541,0.75,1,0.100,5.50,0.600,-0.0300,7.944,0.050,0.750,0.50,10.00,1.00
2018may-542,0.75,1,0.450,5.50,0.000,0.0000,26.727,0.450,0.450,5.50,5.50,1.25
2018may-543,0.75,1,0.550,3.50,0.000,0.0000,47.422,0.550,0.550,3.00,3.50,0.75
2018may-544,0.75,-1,0.450,6.00,0.150,-0.0300,22.201,0.400,0.550,3.00,6.00,1.00
2018may-545,0.75,-1,1.000,4.00,-0.150,-0.0300,31.044,0.950,1.000,4.00,4.00,2.25
2018may-546,0.75,1,0.900,0.00,0.600,0.0300,10.822,0.050,0.900,0.00,3.00,0.75
2018may-547,0.75,1,0.900,5.50,-0.150,0.0300,56.294,0.850,0.950,4.50,5.50,1.75
2018may-548,0.75,1,0.200,4.00,0.000,-0.0150,9.261,0.200,0.200,3.50,4.50,0.00
2018may-549,0.75,1,0.200,6.50,0.250,-0.0300,22.299,0.200,0.250,5.50,6.50,0.75
2018may-550,0.75,1,0.700,0.00,0.250,0.0300,-2.283,0.250,0.700,0.00,2.50,0.00
2018may-551,0.75,-1,0.400,4.50,-0.100,0.0150,38.045,0.400,0.400,4.50,4.50,2.25
2018may-552,0.75,-1,0.550,5.50,0.600,-0.0150,27.273,0.550,0.550,5.00,6.00,0.00
2018may-553,0.75,1,1.000,2.00,0.150,0.0300,4.764,0.000,1.000,0.00,10.00,2.25
2018may-554,0.75,-1,0.500,4.50,0.200,0.0000,63.767,0.500,0.500,4.50,4.50,0.25
2018may-555,0.75,-1,0.400,6.00,0.050,0.0300,51.273,0.400,0.400,6.00,6.00,0.00
2018may-556,0.75,-1,0.400,7.00,0.050,0.0300,27.308,0.400,0.400,6.50,8.50,2.00
2018may-557,0.75,-1,0.250,3.00,0.150,0.0300,1.796,0.150,0.500,2.00,4.00,0.00
2018may-558,0.75,-1,0.450,6.00,0.050,0.0000,24.006,0.450,0.500,4.50,6.00,1.00
2018may-559,0.75,-1,0.300,5.00,-0.050,-0.0300,36.331,0.300,0.300,5.00,5.00,0.75
2018may-560,0.75,-1,0.400,6.00,0.150,-0.0300,48.259,0.400,0.400,6.00,6.00,0.75
2018may-561,0.75,-1,0.350,4.50,0.100,0.0300,47.190,0.350,0.350,4.50,5.00,1.25
2018may-562,0.75,1,0.150,2.50,-0.200,0.0000,7.048,0.050,0.150,2.50,5.50,0.00
2018may-563,0.75,1,0.300,7.00,0.000,-0.0150,31.553,0.300,0.300,7.00,7.00,0.00
2018may-564,0.75,1,0.400,4.00,-0.200,0.0000,29.592,0.400,0.450,3.50,4.00,1.50
2018may-565,0.75,1,0.600,5.00,0.150,0.0300,32.011,0.300,0.850,1.00,5.50,1.75
2018may-566,0.75,1,0.350,5.00,0.000,0.0000,62.210,0.350,0.350,5.00,5.00,1.00
2018may-567,0.75,-1,0.400,4.00,0.000,0.0150,39.104,0.400,0.450,3.50,4.00,1.50
2018may-568,0.75,-1,0.550,6.00,-0.050,-0.0150,34.257,0.450,0.600,4.50,7.50,0.25
2018may-569,0.75,-1,0.500,5.50,0.050,0.0300,31.413,0.450,0.500,5.50,5.50,1.25
2018may-570,0.75,1,0.200,1.50,-0.200,-0.0300,1.486,0.200,0.750,1.00,1.50,0.00
2018may-571,0.75,-1,0.300,3.00,0.000,0.0300,45.907,0.300,0.300,3.00,3.00,1.25
2018may-572,0.75,1,0.450,4.00,0.100,-0.0150,31.251,0.350,0.450,3.50,4.50,1.25
2018may-573,0.75,1,0.400,4.50,0.050,-0.0150,31.213,0.300,0.400,4.50,4.50,0.50
2018may-574,0.75,-1,0.250,7.50,0.000,0.0300,14.748,0.250,0.250,7.00,7.50,1.25
2018may-575,0.75,1,0.450,5.50,0.200,-0.0300,32.351,0.450,0.600,5.00,5.50,0.50
2018may-576,0.75,-1,0.450,5.50,0.000,-0.0150,60.402,0.450,0.450,5.50,5.50,1.00
2018may-577,0.75,-1,0.300,7.00,0.050,0.0000,58.131,0.300,0.300,7.00,7.00,0.00
2018may-578,0.75,-1,0.150,5.50,0.550,-0.0300,8.072,0.050,0.250,3.50,10.00,0.25
2018may-579,0.75,-1,0.450,4.00,0.350,0.0300,17.427,0.450,0.700,3.50,4.00,0.00
2018may-580,0.75,1,0.400,5.50,0.000,0.0000,37.110,0.400,0.400,5.50,6.00,0.00
2018may-581,0.75,1,0.350,4.50,-0.300,-0.0300,33.421,0.350,0.650,2.50,4.50,0.50
2018may-582,0.75,1,0.350,4.00,0.050,0.0000,22.409,0.300,0.450,3.50,4.50,1.00
2018may-583,0.75,1,0.450,4.50,0.000,0.0000,41.142,0.450,0.450,4.00,4.50,1.50
2018may-584,0.75,-1,0.350,6.50,0.000,-0.0150,36.987,0.350,0.350,6.00,7.00,0.75
2018may-585,0.75,-1,0.000,0.00,-0.100,-0.0300,-1.271,0.000,0.150,0.00,10.00,0.25
2018may-586,0.75,-1,0.550,6.50,0.000,-0.0150,84.136,0.500,0.550,6.50,7.00,1.25
2018may-587,0.75,-1,0.400,6.00,-0.100,0.0150,26.656,0.300,0.850,3.00,7.00,2.50
2018may-588,0.75,-1,0.400,6.50,-0.100,0.0300,49.269,0.400,0.400,6.50,7.00,2.00
2018may-589,0.75,1,0.350,5.00,-0.050,0.0150,31.048,0.350,0.350,5.00,5.00,1.00
2018may-590,0.75,1,0.550,5.50,0.050,-0.0300,23.112,0.550,0.850,3.50,5.50,0.00
2018may-591,0.75,1,0.300,4.50,-0.150,0.0000,55.528,0.300,0.300,4.50,6.50,1.25
2018may-592,0.75,-1,1.000,5.00,-0.100,-0.0150,24.571,0.600,1.000,4.00,7.00,2.00
2018may-593,0.75,-1,0.250,5.00,0.050,0.0300,13.759,0.250,0.250,5.00,5.50,0.00
2018may-594,0.75,1,0.250,4.00,-0.150,0.0300,3.679,0.050,0.300,2.50,10.00,0.75
2018may-595,0.75,-1,0.400,3.50,0.100,0.0300,72.541,0.400,0.400,3.50,5.00,1.25
2018may-596,0.75,-1,0.550,5.50,0.050,0.0300,34.016,0.450,0.550,5.50,6.00,0.50
2018may-597,0.75,-1,0.300,2.00,0.350,-0.0150,25.302,0.300,0.450,2.00,4.50,1.25
2018may-598,0.75,-1,0.250,4.50,0.000,-0.0150,6.667,0.050,0.450,2.50,7.50,0.00
2018may-599,0.75,-1,0.550,5.00,0.000,0.0000,50.812,0.400,0.550,5.00,5.50,1.25
2018may-600,0.75,-1,0.350,6.50,0.250,-0.0150,26.176,0.300,0.350,5.50,7.00,0.75
2018may-601,0.75,-1,0.250,3.00,0.000,0.0000,58.920,0.250,0.300,3.00,3.00,0.50
2018may-602,0.75,1,0.350,5.00,0.100,0.0150,37.918,0.350,0.350,4.50,5.00,1.00
2018may-603,0.75,-1,0.750,3.00,-0.200,-0.0300,20.778,0.600,0.900,3.00,3.50,2.00
2018may-604,0.75,-1,0.600,2.50,0.050,0.0300,39.284,0.600,0.650,2.50,2.50,2.25
2018may-605,0.75,1,0.300,3.50,0.050,0.0000,42.491,0.250,0.350,2.50,5.00,1.00
2018may-606,0.75,1,0.450,4.00,0.000,0.0000,41.035,0.450,0.450,4.00,4.00,1.25
2018may-607,0.75,1,0.950,1.00,0.000,0.0000,12.166,0.650,1.000,0.50,1.50,1.25
2018may-608,0.75,1,0.650,3.50,0.000,0.0300,26.842,0.600,0.650,3.50,3.50,0.75
2018may-609,0.75,1,0.700,5.50,0.000,-0.0150,43.785,0.650,0.850,5.00,5.50,1.00
2018may-610,0.75,1,0.250,4.50,0.250,0.0300,6.392,0.200,0.250,4.00,10.00,0.50
2018may-611,0.75,-1,0.300,4.00,0.050,0.0000,28.705,0.300,0.300,4.00,4.00,0.00
sji-1,0.75,1,0.450,7.00,0.000,0.0150,29.895,0.450,0.450,6.50,7.00,0.75
sji-2,0.75,1,0.450,5.00,0.000,0.0000,38.702,0.450,0.450,5.00,5.50,0.00
sji-3,0.75,-1,0.450,6.00,0.050,-0.0150,69.855,0.450,0.800,5.00,6.00,1.50
sji-4,0.75,-1,0.400,4.50,0.000,0.0000,48.400,0.400,0.400,4.50,4.50,1.25
sji-5,0.75,1,0.400,6.50,0.000,0.0000,43.798,0.400,0.400,6.50,6.50,0.25
sji-6,0.75,-1,0.400,6.00,0.050,0.0000,32.130,0.350,0.450,4.00,6.50,1.00
sji-7,0.75,1,0.350,6.00,0.100,0.0300,46.396,0.350,0.400,5.50,6.00,0.25
sji-8,0.75,1,0.000,0.00,0.050,0.0300,-2.646,0.000,1.000,0.00,10.00,0.00
sji-9,0.75,1,0.050,5.00,0.000,0.0150,5.056,0.000,0.400,0.00,10.00,0.50
sji-10,0.75,1,0.050,7.50,0.550,0.0300,16.607,0.050,0.200,3.50,7.50,0.75
sji-11,0.75,-1,0.250,6.00,-0.550,0.0000,3.095,0.200,0.250,6.00,7.00,0.00
sji-12,0.75,-1,0.350,6.00,-0.600,-0.0150,33.557,0.350,0.350,6.00,6.00,0.50
sji-13,0.75,-1,0.150,3.50,-0.300,-0.0150,10.745,0.150,0.950,0.50,4.50,1.25
sji-14,0.75,-1,0.350,7.00,0.000,-0.0300,16.388,0.350,0.450,6.50,7.50,2.75
sji-15,0.75,-1,0.400,2.50,-0.100,-0.0300,9.022,0.250,0.450,2.50,2.50,1.50
sji-16,0.75,1,0.000,0.00,0.500,0.0300,0.366,0.000,0.550,0.00,10.00,0.00
sji-17,0.75,-1,0.450,2.00,0.150,0.0000,9.652,0.350,0.450,0.00,2.00,0.50
sji-18,0.75,-1,0.800,1.50,0.250,0.0000,12.526,0.450,0.800,1.50,4.00,1.25
sji-19,0.75,-1,0.500,4.00,-0.550,0.0300,12.899,0.500,0.500,4.00,4.00,0.25
sji-20,0.75,-1,0.950,4.00,-0.500,-0.0300,15.805,0.950,1.000,3.50,4.00,2.00
sji-21,0.75,1,0.200,6.00,-0.250,-0.0150,6.514,0.100,0.200,4.00,10.00,0.25
sji-22,0.75,-1,0.450,1.00,-0.100,-0.0300,21.028,0.400,0.450,1.00,1.00,0.75
sji-23,0.75,1,0.400,5.00,0.000,0.0150,13.142,0.300,1.000,4.50,9.50,3.00
sji-24,0.75,-1,0.300,2.00,0.100,-0.0300,7.680,0.100,1.000,0.00,4.50,0.50
sji-25,0.75,1,0.800,4.00,0.050,0.0300,13.652,0.800,0.950,3.00,4.00,2.50
sji-26,0.75,-1,0.200,3.00,-0.350,-0.0150,2.450,0.200,1.000,1.00,3.00,0.00
sji-27,0.75,-1,0.050,4.00,-0.550,0.0300,-0.199,0.000,1.000,0.00,10.00,0.00
sji-28,0.75,-1,0.300,6.50,-0.350,0.0000,19.550,0.300,0.300,6.50,6.50,0.25
sji-29,0.75,-1,0.350,3.50,-0.200,0.0300,18.157,0.300,0.500,3.50,4.00,0.25
sji-30,0.75,-1,0.750,4.50,0.000,0.0000,27.394,0.700,0.750,4.50,5.00,0.00
sji-31,0.75,-1,0.050,8.50,-0.150,-0.0300,14.409,0.050,0.150,4.50,9.00,0.75
sji-32,0.75,-1,0.400,6.00,-0.200,0.0300,38.305,0.400,0.400,6.00,6.00,0.75
sji-33,0.75,1,0.450,5.00,-0.050,0.0000,76.251,0.450,0.450,5.00,5.50,0.75
sji-34,0.75,-1,0.300,0.00,-0.500,0.0000,1.277,0.000,0.450,0.00,10.00,0.25
sji-35,0.75,1,0.150,7.50,-0.450,-0.0150,11.691,0.150,0.200,6.00,8.00,0.25
sji-36,0.75,1,0.800,2.50,-0.050,-0.0150,17.047,0.550,1.000,1.50,2.50,1.75
sji-37,0.75,1,0.050,1.00,0.550,-0.0150,-2.845,0.000,1.000,0.00,10.00,0.00
sji-38,0.75,-1,0.400,5.50,0.050,0.0300,92.100,0.400,0.400,5.50,6.00,1.25
sji-39,0.75,-1,0.450,7.00,-0.050,-0.0300,18.938,0.450,0.450,7.00,7.00,2.00
sji-40,0.75,1,0.350,7.00,-0.100,0.0300,38.874,0.300,0.350,7.00,7.50,0.50
sji-41,0.75,-1,0.400,7.00,-0.100,-0.0150,56.396,0.400,0.450,6.00,7.00,0.00
sji-42,0.75,1,0.400,4.00,0.200,0.0000,77.544,0.400,0.400,4.00,4.00,1.25
sji-43,0.75,1,1.000,5.00,0.600,0.0000,23.993,0.950,1.000,5.00,5.00,2.75
sji-44,0.75,1,0.500,7.00,0.250,-0.0150,20.296,0.500,0.500,7.00,7.00,0.00
sji-45,0.75,-1,0.400,1.00,-0.400,-0.0300,9.002,0.150,0.850,0.50,5.00,0.00
sji-46,0.75,-1,0.200,8.50,-0.300,0.0150,10.610,0.200,0.200,8.50,9.00,0.75
sji-47,0.75,1,0.450,6.00,-0.050,-0.0150,58.296,0.450,0.500,5.50,6.00,0.50
sji-48,0.75,-1,0.650,3.00,0.350,0.0000,10.980,0.600,0.650,3.00,3.00,0.75
sji-49,0.75,-1,0.500,1.50,0.000,-0.0150,4.295,0.250,1.000,1.00,4.00,2.50
sji-50,0.75,-1,0.100,6.50,-0.300,0.0000,6.469,0.050,0.100,1.00,6.50,0.00
sji-51,0.75,-1,0.500,8.50,0.100,0.0300,20.001,0.500,0.550,8.00,8.50,0.75
sji-52,0.75,-1,0.600,5.50,-0.450,0.0150,34.135,0.600,0.600,5.00,5.50,0.75
sji-53,0.75,1,0.400,5.50,-0.100,0.0150,30.353,0.250,0.400,5.50,7.00,1.50
sji-54,0.75,1,0.300,5.50,-0.600,0.0000,6.511,0.300,0.350,5.00,6.00,0.00
sji-55,0.75,1,0.150,1.50,-0.350,0.0300,-1.003,0.150,0.650,1.00,2.00,0.00
sji-56,0.75,-1,0.450,5.50,0.400,0.0150,8.319,0.450,0.450,5.50,5.50,0.75
sji-57,0.75,1,0.550,0.00,0.450,0.0150,16.068,0.400,0.600,0.00,1.00,0.50
sji-58,0.75,1,0.150,4.50,-0.550,0.0300,1.898,0.050,1.000,4.00,10.00,3.00
sji-59,0.75,1,0.350,5.00,-0.200,-0.0300,9.967,0.300,0.900,1.00,6.00,2.25
sji-60,0.75,-1,0.500,4.50,0.000,0.0150,23.977,0.450,0.550,4.00,5.50,0.00
sji-61,0.75,1,0.500,8.00,0.200,0.0150,31.149,0.500,0.550,7.50,8.00,0.00
sji-62,0.75,1,0.350,8.00,0.350,0.0300,8.975,0.300,0.400,6.00,9.00,0.00
sji-63,0.75,-1,0.700,2.00,-0.450,-0.0300,2.813,0.050,0.750,0.00,5.50,0.00
sji-64,0.75,1,0.450,5.50,0.050,0.0000,55.284,0.400,0.550,5.00,6.00,1.75
sji-65,0.75,-1,0.450,5.00,0.050,-0.0150,42.715,0.400,0.450,5.00,6.00,1.00
sji-66,0.75,1,0.300,5.00,-0.100,0.0150,24.273,0.300,0.300,4.50,5.00,1.25
sji-67,0.75,1,0.700,4.00,0.150,-0.0150,7.296,0.450,0.800,3.50,4.00,0.00
sji-68,0.75,1,0.350,6.50,-0.050,-0.0150,34.262,0.350,0.350,6.50,7.00,1.00
sji-69,0.75,-1,0.200,7.00,-0.250,-0.0300,1.041,0.050,1.000,1.00,10.00,0.00
sji-70,0.75,1,0.450,4.00,0.050,0.0300,27.823,0.300,0.450,4.00,6.00,0.00
sji-71,0.75,1,0.400,6.00,-0.050,0.0000,66.346,0.400,0.400,6.00,6.00,1.00
